Fitness,Label,Xt1,Xt2,Xt3,Xv1,Xv2,Xv3,Vv1,Vv2,Vv3,Vt1,Vt2,Vt3,r
0.4257084,1,-94.1491263,-33.02399727,-49.17020885,-86.2991938,26.92267994,-32.74380354,44.24575672,28.88981655,-36.54492597,28.66078895,-4.733865095,63.3834554,76.35420615
-0.999965953,0,37.33429093,-91.38401655,91.07050602,21.18053691,-42.6633857,-46.25116748,-26.83202126,70.77090906,37.57705724,-43.25118111,-69.47355051,-34.36921205,85.72109736
-0.988714637,0,58.54716398,86.91018068,-18.66433418,93.3583453,-9.410491552,-76.60100956,-5.474229945,-23.59419794,23.76312653,-74.71534338,-89.89706688,39.73543582,4.692014441
-0.998946693,0,-86.75993714,-56.16102216,-29.60736674,48.86725206,81.48149674,70.62744854,-68.62362427,35.03267404,-50.80447183,64.08311527,-95.04921257,-67.07316875,55.06482666
-0.999524169,0,-27.18539896,-73.03943174,26.57874971,-54.5142418,-51.80471683,31.02230338,61.70846202,27.8866004,-56.29253542,-10.24423268,32.2905559,16.32531296,47.05428907
-0.994117895,0,97.24963796,-4.843729725,78.7151119,72.91485337,31.64250636,-67.5895417,-88.78212323,93.93178422,-60.63645929,53.36398675,42.58471666,15.12165716,39.62814749
-0.999868236,0,-85.99707179,62.1354577,23.81239059,-93.31037013,68.54799105,-8.034420137,-3.523685268,-57.54064438,91.93819429,35.220999,39.88841194,39.08167547,43.5706306
-0.999741567,0,55.33515005,-39.2301586,39.43943615,17.1295511,2.475305432,-25.66210686,-24.24629258,-49.45403124,68.20135697,-80.2753329,63.16220916,-51.46216254,31.11293716
-0.988046912,0,75.98427613,49.96613335,59.78832968,17.41326971,-21.49744666,24.74013015,-52.10073245,79.91945096,89.98880719,-43.78627141,20.04082391,91.28225204,4.728648357
-0.999553937,0,-26.59687537,-24.39724889,11.11959395,83.29096118,-48.84004168,-98.53211236,-0.45458498,13.16565638,-32.73600802,-31.19672112,8.240198508,69.3206981,81.03031818
0.19729077,1,-15.91095524,6.091397008,-71.17744401,-99.16585012,-28.70451839,-11.45014391,-6.975003469,44.58745331,-56.91101477,-30.44413865,46.39399789,36.49191451,57.80699888
-0.99838619,0,-31.85236913,-47.80179425,62.77486561,-62.6883607,72.29470438,89.15806572,-4.737886219,-49.1197148,-45.29945126,19.28775074,-95.61065781,-92.86741359,91.86196159
-0.999936516,0,-59.48840528,55.04840379,-82.50030027,-43.31098731,-1.698716733,41.50530573,-52.56158355,-14.27250264,73.81583722,-25.05282289,66.15412806,-99.48354637,62.76555675
0.682108204,1,22.05726475,-26.43012921,-52.80649213,-51.55286333,-37.2082658,65.68109429,-72.20880425,87.76079238,-94.9581553,20.60780191,-43.86062352,-82.07977959,71.25498468
-0.999881971,0,-77.87133503,45.58805165,-24.13869796,-47.40908298,-95.86904507,26.7469256,-74.8344953,-99.01561618,45.22485018,-78.08930239,-12.85609257,-60.25067065,46.04988721
-0.902005574,0,-40.67680461,-29.37633705,74.25620384,47.83085807,5.7757019,-19.40836176,96.07365139,-0.383601897,-8.15853289,92.55287509,-92.84981994,-20.51204815,4.53085526
-0.997130925,0,-70.85511148,79.14490555,-29.10478948,-33.53548697,-45.95262073,-79.88229856,-6.70533892,58.86986226,-17.70789651,4.51947733,18.42643292,-97.61281968,58.44696475
-0.999441252,0,70.05928444,16.35530813,-65.40442842,-12.4308559,-71.0736442,85.68612848,-83.50063532,-29.19268386,-63.99244225,-84.88425065,-75.62166849,50.57269031,71.41416107
-0.999972333,0,-25.35942985,70.29219284,-91.61412546,61.34809688,11.19798686,-14.02993619,70.90477367,-64.95000025,61.71288913,-56.36773342,-99.51146001,51.10859326,95.06484403
-0.999660634,0,-86.24112384,70.71828589,-67.6505693,-62.34904624,23.72977285,-8.177299224,-77.08388022,77.87734814,55.17889473,-41.61489922,-60.7373224,77.08955732,27.1647011
0.65938638,1,-43.13997794,11.28622497,84.51157176,73.05040022,-56.62174148,-27.47688052,-65.86950961,-73.42223884,-68.40276406,-38.50143778,-48.8858926,-28.55123893,92.19557386
-0.999963807,0,-49.24766431,59.49024907,-81.64886777,-21.94272585,-36.02550926,-30.73714814,44.06867942,54.10322727,38.71658041,-50.51500492,-53.27178831,8.262077085,83.11423042
-0.998475413,0,-97.99107583,-58.83873706,-1.065644824,77.99937405,54.20775594,-2.523253826,-11.25540731,76.96199316,64.86452375,31.09533717,-40.9574403,-58.38705496,12.83517542
0.587802669,1,39.50796849,75.15092923,79.44603801,62.47878689,56.49510807,-40.65958091,90.43237627,-12.55767062,-8.626815505,80.67498492,-35.29938506,87.83837617,64.46658982
-0.998067201,0,41.22203442,-24.39531242,-56.47651037,-16.43430225,-36.17258684,19.34756985,-19.37411582,-45.58642735,36.62053739,-74.89458207,96.1149208,-28.70344072,11.37847852
-0.985692683,0,48.81895225,-13.6203687,8.027439732,-4.46264488,75.59459935,-80.80050914,-70.42042852,35.79192026,68.72874609,73.47468948,-42.68521527,-36.77726752,4.279390924
0.615441577,1,78.1508758,49.42737538,77.7162654,82.39678129,-65.1760211,50.32443068,-0.091895148,59.19962519,-76.26893726,-5.802806455,52.13863483,9.432986645,37.78364716
-0.999840647,0,-59.31984117,-0.652987811,-81.67572436,71.76057368,60.75885622,68.39802688,-50.2701558,-61.15106147,-87.93109971,86.50004193,-50.70438891,-94.18294377,84.52094723
0.579852869,1,-19.19899503,-2.667423467,-29.00912086,-57.02699554,91.92884417,32.68396823,55.69090016,79.77366399,-31.43188892,-54.71310567,77.65975504,-1.794366171,87.48403121
0.839069075,1,35.06271327,-5.991606265,-36.61374889,35.37555891,23.65212116,45.30146083,22.35092509,-41.98555206,3.963573653,2.821127272,95.01358353,14.90833855,84.80000239
-0.998568582,0,96.55193273,-95.56000448,87.67662272,-16.804862,40.89042699,-59.5496151,93.74392183,-76.44779143,74.74689522,91.21863032,-48.45137268,-58.34907058,13.28273844
-0.999836315,0,-15.06649204,-67.25734173,48.72494063,-16.21048059,52.91397626,-42.65594994,75.39559361,-18.5512428,83.61421692,-82.14748013,20.73287428,-21.85621811,39.09421202
-0.994421605,0,97.85899693,18.7362002,49.36078452,-70.11615753,-91.72846058,98.29275374,-13.00520116,45.84758345,79.67993424,59.56215211,-95.34223306,89.37826111,6.73967613
0.551681217,1,-70.78800135,84.08550469,57.28129055,-15.60624467,-69.85692093,17.84706673,-49.67112849,35.55386008,-72.4929608,-1.845349442,-25.13688888,21.55687313,1.525066058
0.774600284,1,17.5892218,76.98018131,-5.848661894,-5.225396757,-5.261083757,-43.96482906,-56.75535603,-68.02018233,61.72268281,-98.44283323,-78.74537159,-38.08822578,75.4643495
-0.999771723,0,-82.65612881,37.01107504,70.09597645,-94.51094195,92.96291502,40.36429619,-77.7276489,18.85195357,38.26009819,-96.70112296,-69.77829119,-65.69022618,33.10145301
-0.999348397,0,92.05004378,43.44217426,87.8961948,-34.79832666,4.493001591,-52.08366747,11.99270078,14.09615502,-51.91284656,-51.96742704,-51.79495106,23.62837103,74.31242504
-0.998183666,0,46.86850171,-33.47163398,21.07593123,-93.91782277,4.786469103,72.8727002,38.88570963,17.28271215,19.19089529,-36.12203426,24.10651855,83.61741302,11.73057268
-0.999837638,0,-95.9086036,44.3451997,55.74005193,36.48274807,-66.07618449,-79.1235899,-96.85379389,-30.99794711,56.431899,-97.49843496,-59.3155586,-39.22994448,39.25477937
-0.990952172,0,-95.22100606,-98.1669592,-2.571040721,26.30100321,-11.82892924,-48.76213752,-50.56134858,-77.55173136,-54.26600957,-69.27432428,-59.9896396,80.25887584,12.60043406
-0.999600401,0,-77.50878978,93.65575659,64.7288068,7.673663351,-65.69119053,40.3524766,-57.0639327,18.07858932,-28.65633725,25.28148571,-79.21801806,59.79337666,95.53966976
0.911013413,1,60.09321056,67.61303133,-58.37150695,-35.94578452,-70.86521289,9.060552775,-20.7526921,-53.80833834,96.24631339,84.21928112,26.74053725,-97.1313814,75.21598311
-0.998819548,0,25.12211577,-19.14502067,-38.34337704,48.20718809,-99.22799361,66.17892571,50.66886647,58.84859803,30.83875092,-90.8047497,69.79259959,11.12147489,14.56767742
0.602412996,1,-29.53055455,-9.973475852,16.48061669,32.01061281,33.88775168,-15.50692353,-76.72281741,-60.14348076,-88.94787257,-3.249152653,41.9778931,-84.62561484,96.000838
-0.961837134,0,6.569749764,80.47836664,52.39269742,62.52159977,51.16756947,-74.18243449,20.02152379,-66.83025326,37.23093508,-55.37332796,-35.9318893,2.033728609,2.629599114
-0.99863404,0,93.56352885,98.84920436,10.88272401,-74.15598325,-8.10140059,-44.8756091,-26.77638763,18.80195356,3.937469691,-59.7011412,25.36473337,-46.98409131,13.52317788
-0.99917868,0,-3.659265246,2.66569813,-82.84563632,-70.36246938,-44.34458831,18.78441112,-61.54779347,98.6834611,-97.62788324,-98.69598738,-12.41770153,-50.36769795,20.11919898
-0.99995029,0,-50.42760215,-23.11183811,66.96225196,-85.61157148,28.29483741,75.71026157,88.36358432,92.72304103,23.18867829,-54.49374765,-68.88174873,-3.495116488,70.92974983
-0.972949743,0,-0.526488971,-5.354725845,-31.68260007,23.41966871,20.92264272,-9.747894068,71.17270688,41.52695187,-97.1836515,48.8997503,61.17003644,79.49219499,11.2827327
-0.996934229,0,15.51217526,-58.62345944,60.21693228,46.14880042,-68.83289749,89.03954019,-38.73692813,-85.85063978,-55.62463131,-86.88777304,74.04149669,56.39443593,43.37142372
-0.978315393,0,4.711876938,30.42115195,-77.20028674,-0.046694953,4.550133253,-81.62295465,-6.343754099,-38.81800294,-23.42134312,60.57742073,-17.91840008,-47.73397314,14.822466
-0.989571002,0,77.44150191,31.83711903,-51.88894649,93.52298672,13.38658938,74.3899819,-46.13867317,10.42855799,-22.08270154,-27.92125421,67.00648972,35.88246709,39.77474591
-0.99959277,0,-42.36619659,-36.87338665,87.20077819,1.634472537,9.399333401,-1.628476228,-73.62773584,-79.50862018,69.68190442,-63.76066675,-19.33811997,19.79163604,24.80561672
-0.994428153,0,-80.74417963,89.52378473,66.67112242,52.70295925,6.794065027,29.64812791,-51.64877319,-55.71592228,-54.42078371,-32.67190449,-44.36747298,-79.34883068,33.57712428
-0.995773807,0,93.85698614,-36.50115665,-59.02536171,33.20274388,-74.84384215,-0.010829831,28.85731627,52.84709879,-37.80091923,-64.17093179,-60.03282038,84.34750423,52.32027608
-0.995143412,0,72.28336488,54.11592195,-51.21448227,32.66567441,30.38951746,88.52527454,70.37114098,27.73756399,23.4119958,-77.88244426,66.1761032,91.92192159,7.199914699
-0.999066437,0,-11.74951166,35.36744893,-80.75186828,-22.85440372,-39.43182275,-82.34614786,-92.41453293,24.81902447,-29.83397283,-95.17540433,76.91847876,57.17382297,49.48277713
-0.998184323,0,-88.22901276,77.8711232,-5.496365773,23.77470341,64.6042002,40.18885928,39.00246359,-99.31387949,-20.30432866,57.45769918,-74.10716693,-27.04242458,56.52078109
-0.99964133,0,99.02692996,-51.51131479,-10.4676412,-26.39106825,-52.97793619,31.70035174,48.74512691,-77.14070486,-86.6780492,32.98309016,20.92408737,-13.99591723,97.57963524
-0.999244445,0,46.75051121,-43.74312955,85.671631,-6.755173839,-81.0873621,-75.87360016,54.87729458,-97.50476747,-64.51289671,77.59458225,-57.04520631,63.35593697,71.91441563
-0.999464367,0,-76.19267768,4.86989175,11.53595742,-70.91125214,21.96114584,42.58726765,-52.34866375,-31.38455914,-67.95381178,-52.06200029,-30.12430343,6.943662615,82.54234646
-0.993878298,0,20.99825497,-24.54109899,66.42672804,-79.82252333,-0.927853901,92.58657825,-73.05946289,-48.93078219,-9.015916128,81.97952975,43.50183767,-76.10042281,90.57151988
-0.952234442,0,-79.85938146,-73.86033118,35.21826955,25.23417301,-16.22530112,-68.81689405,-54.90990163,16.25200853,-39.21146261,-58.07215411,40.47950523,-64.10088116,50.70073178
-0.873873737,0,73.4781485,-78.74501653,29.07075243,8.801601882,-2.124649299,-76.36766339,-63.84648861,-8.651445716,-7.714423755,83.01668725,18.03249337,58.44816082,23.50738239
-0.994037808,0,-60.35231486,4.963754612,60.94555573,0.637548649,61.22740943,58.50665063,-11.46966398,28.85830931,-55.03343386,-59.13380899,-4.771458175,-53.40689982,17.588867
-0.969855798,0,-98.6762082,-34.62197606,52.56524968,-19.59179894,3.300116764,-42.70212789,-70.07850258,-75.84566246,-35.37464006,40.43136358,24.7130491,-52.58340093,11.78354899
-0.994665167,0,82.2697827,-68.68750398,-10.57874484,-72.26552249,39.09522169,-56.50358772,70.05345863,10.72017325,-53.8535243,32.66772734,-65.89270211,-57.67088139,13.79467243
-0.991127538,0,-29.28608705,96.30536707,-31.49407083,36.93469833,14.04838481,-38.6846039,-58.57404975,-12.10930124,-34.82871514,-93.03670242,34.78201211,12.88775519,11.53863626
-0.999296932,0,82.23211552,89.44024945,42.85199776,-9.123927951,-73.60354193,18.38938054,-39.02495827,-22.49980901,-0.098344772,-77.91263674,-33.64066627,-40.43137122,18.85590386
-0.999798877,0,68.73845109,19.89273728,-91.57957373,-46.03884813,-26.73244574,53.68450644,-13.90621911,-27.09404599,56.45823545,76.84453872,97.62505651,31.80775643,35.25892253
-0.999520349,0,33.79582608,-60.50246253,-94.78447748,36.71260021,1.860223777,57.99404636,34.75700511,-72.64546244,-96.39888341,-6.651204417,9.327028183,75.81418351,80.4464017
-0.99963017,0,-62.93237225,-62.73768516,-32.45970826,78.32206252,52.74236976,-1.462222298,73.52406011,-3.54119026,-74.26017496,76.54595328,15.93625523,-20.2219229,77.39887868
-0.999814152,0,44.26186747,24.45610314,-3.333263152,-13.14860217,47.1019443,8.953049917,-37.0342007,-8.462601364,41.12214612,18.78593877,-19.54286992,-58.47617694,36.68408278
0.689577929,1,-87.81161254,85.10871246,-27.90653711,66.23408584,31.24928024,23.51372365,78.63993672,26.98966695,-36.7280687,-87.94783546,-28.59282004,-50.80828207,7.003199742
-0.999846994,0,52.0919385,-6.912645404,-15.02790834,-71.25021068,-77.3340964,-33.11589748,-39.03815935,-25.95952338,73.4050499,-75.63942192,33.54803563,39.3773074,40.4355659
-0.999646167,0,-56.01405711,-44.50061354,74.31095791,-47.04293776,90.66671496,91.33438611,-59.09886427,23.3113574,-6.42694159,-24.27156783,-12.46931343,-99.76003894,82.42858524
-0.998819389,0,22.31937637,91.42321821,-13.43142266,33.10940801,-19.20837057,50.69919568,87.5037024,-76.73195321,-76.41724799,32.37791436,31.33371243,-9.155972027,56.86031791
-0.999901099,0,-91.24501194,50.28557101,8.123733526,-98.53227127,4.259195625,29.17774227,19.85199338,88.44067312,51.23217814,69.38829641,15.80138313,61.69255599,50.28623444
-0.996710503,0,2.384997988,-14.54150961,35.45361879,-69.69040048,-89.48690899,-61.30541714,-37.66840203,33.10358151,-40.4684751,-89.25957753,-99.79798264,70.38676137,55.59305421
-0.99925724,0,71.75828816,40.09641486,61.66944487,60.53867314,-73.49225949,54.55730582,68.75906966,11.61718899,42.22884546,5.821887271,-8.943659492,-48.48923268,18.35773866
-0.999928769,0,-57.27695675,49.19420742,11.22697213,-47.1915036,70.24450268,94.43485118,-14.99022012,91.70080608,-30.41071376,-92.1967852,-91.46939672,18.96287753,95.01099679
-0.99988154,0,49.59997035,51.07292359,-82.08795677,-81.98282377,-77.20520678,0.556198054,-53.71101135,-57.15716339,99.15697218,92.15968434,83.91894117,23.04782561,45.95400986
-0.999259073,0,99.10375362,10.48035871,-36.55316811,44.60653295,28.20461273,20.74256898,-77.17398717,-70.23406249,-83.77559303,-92.48477254,28.87151436,77.86608673,74.08097391
-0.999967618,0,11.1406018,89.4659473,79.51697017,3.56015082,-77.91441102,-16.38622666,-10.23573175,46.90140332,12.7026425,36.15021506,-2.14645663,37.91406929,87.86725585
-0.999903764,0,-26.05922958,6.093837187,23.96135031,-94.32637456,72.06461519,81.31094144,-57.50460633,0.202485537,65.89691316,-2.140478168,44.5492755,21.23263434,50.97481335
-0.999973269,0,1.67107029,76.85761015,24.54630643,-45.03011392,-68.56112299,18.67202969,-20.91802567,-96.97930573,49.83731657,49.61051018,19.25363449,58.00647345,96.71528836
0.71526983,1,-29.87195221,0.678745366,87.15379088,72.81838146,-82.48576554,52.02220995,-33.30689479,81.61640376,67.98030813,-89.32387264,44.81115198,-83.01907229,91.65169411
-0.997063834,0,-39.38272556,-74.59174996,33.02914514,49.90602317,71.68896526,-26.06321889,-51.37055162,-35.24554529,-44.29036676,21.46774144,60.14776374,-51.69688215,15.03414785
-0.999828762,0,8.158405549,55.53329413,68.00130716,-94.70159641,-11.67859751,-94.47422034,-69.84599937,-97.94917203,76.48080974,91.92823301,97.08231809,11.47046254,38.23536213
-0.999881495,0,-0.118878086,-72.43001029,35.13572771,29.34653897,58.23322046,-25.27266972,-52.79767116,70.41417689,63.5218945,-44.82501716,56.5313438,91.17827978,45.94070527
0.764282619,1,98.46661396,50.73563352,55.05962511,22.56575736,-50.75531509,-8.970959067,60.47196274,-13.53476884,34.19915596,-27.37880172,-5.62667533,-88.68227545,83.55516074
-0.916673407,0,76.4113687,-71.29507279,-65.13272802,-66.7401392,-80.85121978,-96.17102443,4.084008829,-66.18213829,-66.73037003,-30.56694584,55.00481721,56.65238626,39.98563221
0.760204846,1,-62.06284762,30.43701254,-83.00684148,-33.77682073,-47.48095445,13.39073407,-56.00578385,-43.84209258,94.97223707,30.75016768,-45.10863313,35.82432222,85.34257051
-0.997588218,0,32.20120306,-27.66147181,-86.37725229,-39.57858854,-34.28879061,-17.97433491,-35.66809985,-16.86380357,-90.03757103,-69.82963431,-79.11320637,96.45666817,26.31619739
0.639528997,1,75.01713513,9.731927829,-90.06967961,-85.35201153,-72.44584724,-92.9553001,93.03968773,-2.581483485,59.53263092,-60.6210248,66.03951965,-87.07306979,58.46040472
-0.999920629,0,-37.53338441,41.67300809,13.83662757,68.20883019,-96.32871154,-96.55152887,48.23098782,-12.15208889,85.96872884,-50.40427123,-3.168910953,-86.39397854,56.18806877
