Fitness,Label,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3,Throttle1,Throttle2,Throttle3
-512.751065,0,1,1,1,1,1,0,1,1,0,52.93776909,103.7646371,-177.0330882,44.26418383,0.353425685,36.51840537,6700,6700,6700,6.438582096,13.29494874,-25.31543698,0.724386349,0.916473959,0.697822038
-69.37358235,0,1,1,1,0,1,1,1,1,1,-84.95293658,-151.9598541,155.4335956,0.329864396,5.7213858,44.9614672,6700,6700,6700,-16.54670225,27.34606781,-22.08396461,0.349739656,0.920667902,0.395699404
-163.2557087,0,1,1,0,0,0,0,0,0,1,-48.8101835,-4.153701936,-116.4360413,37.39176924,1.122408162,30.03003194,6700,6700,6700,-29.46987293,9.064563162,-3.514079538,0.610480984,0.152960077,0.14585174
-118.8498465,0,0,1,1,1,0,1,1,0,1,172.2958572,176.4695317,-127.3044986,18.98846591,31.11041365,27.10253168,6700,6700,6700,-1.503961372,-9.075747352,4.623333423,0.56085019,0.961405791,0.484254914
366.5030578,1,0,0,1,0,1,0,1,0,1,148.3636416,-94.18557183,-63.7118118,28.89411686,17.55152723,2.374453109,6700,6700,6700,-25.11415665,-13.98970387,6.089626675,0.954096957,0.234934232,0.177793513
161.0596342,1,0,1,0,1,0,1,0,1,1,-165.537444,-13.84282597,78.28428536,26.88177531,43.69696508,29.81511753,6700,6700,6700,25.18924644,-21.67835722,-27.04055252,0.257313287,0.941198704,0.397779027
119.5311748,1,1,0,1,0,0,1,1,1,0,73.39083598,-121.6439969,-62.031542,33.84474491,5.20476968,39.03742879,6700,6700,6700,7.117718907,-13.47702347,-29.26531112,0.955379131,0.695018808,0.151393027
10,1,0,0,0,1,0,0,1,1,1,79.42542707,-128.2462703,92.27094502,37.12935365,30.29581774,9.525069087,6700,6700,6700,-0.145134989,1.720183291,-16.44541676,0.522806913,0.2257592,0.322639278
-49.94953467,0,0,1,0,1,1,0,1,0,1,-48.98301563,-26.54565467,148.2961599,34.33610636,29.77067539,38.0404941,6700,6700,6700,-25.21666266,23.56728645,-12.03652495,0.116921945,0.149208694,0.759699285
-104.0956956,0,0,1,0,1,0,1,1,1,1,29.03090669,3.576117384,49.10892344,36.70243744,35.62723314,18.7898131,6700,6700,6700,-27.54832945,10.63444434,-13.62877174,0.365028549,0.807320975,0.950362816
184.2211073,1,1,0,0,0,0,1,1,0,0,-13.5449171,32.87251062,-176.2123764,4.490565535,32.49378335,2.26763115,6700,6700,6700,12.07585413,-23.96546553,-14.579261,0.215864127,0.326188886,0.352184142
-505.8489238,0,0,1,1,1,1,1,0,0,1,36.08625532,-98.37455615,19.16311123,14.57873959,32.21070876,7.862563686,6700,6700,6700,-29.41481303,-25.70192065,-8.77519593,0.40497427,0.437169687,0.187296327
-466.308683,0,1,1,1,1,0,0,1,0,1,163.6695873,-42.20561567,36.06196056,11.38293072,27.02298612,9.140683115,6700,6700,6700,16.43403062,-9.447958883,-26.20636878,0.729303899,0.597879747,0.042815871
10,1,0,0,0,0,0,0,1,0,0,143.903882,128.8060442,28.62644135,1.492850582,12.2704605,33.9286113,6700,6700,6700,8.753405411,15.1048166,11.173429,0.01981304,0.237009249,0.328567592
212.7142648,1,0,1,1,1,0,0,0,0,0,-95.03164659,31.14225387,50.04263124,19.25701668,28.86671857,39.9993548,6700,6700,6700,-12.19953866,23.18571122,-20.97822547,0.904946948,0.515689137,0.336920562
-47.37065226,0,0,1,1,1,0,0,0,0,0,27.28296433,85.08633213,121.7467954,29.1082955,20.18636244,13.18002784,6700,6700,6700,8.519602997,1.526507596,-18.71198178,0.255372685,0.549685968,0.327011481
185.6145667,1,1,0,1,1,1,0,0,0,1,-33.97978972,155.5791318,-107.5072609,34.58562161,28.31746671,11.15732229,6700,6700,6700,-6.128814682,22.25291784,-23.64973151,0.661076935,0.484470604,0.107236876
6.491897136,1,1,1,1,0,0,0,0,0,1,-106.89849,-2.942216775,59.12075296,5.259510652,9.927338917,19.74646068,6700,6700,6700,16.37608319,-29.38753441,25.58951667,0.103036005,0.409147527,0.067406465
451.7533377,1,0,0,1,0,1,0,1,0,0,115.6083437,-78.78618872,56.69780301,5.491858215,34.07731214,0.991120066,6700,6700,6700,21.07725554,-26.20132489,10.06276762,0.676212902,0.037106499,0.456354464
-10.39360857,0,1,1,0,0,0,0,0,1,0,-32.78316589,-140.5042462,-130.6370675,5.093448851,35.82717016,41.48946044,6700,6700,6700,-1.11500683,4.011628259,-18.79535321,0.40603788,0.371245079,0.098760729
354.3394163,1,0,0,1,0,0,1,0,0,1,-168.3743499,-63.66118719,34.51651336,25.0434438,11.68197791,10.98621702,6700,6700,6700,-27.11256689,7.588217893,26.14510266,0.632522769,0.713815183,0.035493702
17.54882322,1,1,0,0,1,0,0,0,0,1,-97.68671415,-65.78763121,3.312522853,17.3628159,42.87368349,14.94520655,6700,6700,6700,-25.26417573,-26.53373704,-7.739120909,0.627967639,0.833226598,0.383578278
394.8143744,1,0,0,1,1,1,0,1,1,0,-3.398998348,28.15972636,-74.20282127,29.24774716,40.23825723,35.56681386,6700,6700,6700,-5.302563744,26.06016699,-27.87085247,0.779275268,0.695676738,0.000224209
165.1211962,1,0,1,0,0,0,0,0,0,1,-33.48360069,10.74457984,74.76924002,39.95194211,44.90673861,19.20705791,6700,6700,6700,12.87011197,7.278834301,-12.01172802,0.684010996,0.259731839,0.043749994
199.3235624,1,1,1,0,0,0,0,1,0,1,172.4661728,86.62529335,171.6542606,6.380675397,9.7035926,34.5949779,6700,6700,6700,3.029134764,7.244594989,27.69661847,0.955932914,0.202597447,0.292542592
-29.06270148,0,1,0,0,1,0,0,0,0,0,-175.1510954,11.51511444,-25.07873294,30.68712124,44.13182421,15.17510457,6700,6700,6700,29.04649576,-3.821864846,3.268349057,0.902354136,0.116443316,0.077087376
242.2585794,1,0,0,1,1,0,0,1,0,0,-80.54252512,-146.1374852,114.0284542,28.68178349,25.70606213,0.035369799,6700,6700,6700,-16.24268503,13.89407318,-20.14769216,0.565654657,0.655372191,0.040961198
395.8192292,1,0,0,1,0,1,1,1,1,1,153.7488511,2.645836543,-91.48356299,4.590899106,34.95186539,40.37151963,6700,6700,6700,27.48267066,7.135417711,-27.55620232,0.779311422,0.597366846,0.468843789
97.17621518,1,0,0,1,1,0,0,1,0,0,145.7689255,-157.0332506,97.90799636,11.12078985,38.71520856,15.13792904,6700,6700,6700,-7.795010961,-17.42237955,6.110616304,0.225216315,0.312974818,0.240784338
10,1,0,0,0,1,0,0,0,0,0,-140.7201373,-137.5060513,160.8784245,14.72911518,1.692340896,17.91845656,6700,6700,6700,10.20264096,-13.94047791,3.952753575,0.759092583,0.168664493,0.944237921
107.0647854,1,1,0,0,1,1,1,0,1,0,-36.57580129,-66.37701987,-89.20000975,5.917566776,24.79516689,14.24319588,6700,6700,6700,-0.589286554,-23.87364494,-24.30241005,0.242402405,0.706991401,0.808295544
175.5684726,1,1,1,0,1,1,1,0,1,1,103.7550152,-50.96894187,-156.4518038,10.86982462,25.18269357,4.44136311,6700,6700,6700,6.921614519,14.57225184,-20.08315157,0.185049228,0.933479763,0.266689435
157.7947167,1,1,0,1,0,0,1,1,0,0,-62.28552725,25.75594767,-33.21663678,30.01300947,19.29756731,42.49927291,6700,6700,6700,-12.01440241,13.81243699,14.88783738,0.963074058,0.061848226,0.831070161
-49.63736599,0,1,0,1,0,0,0,1,1,1,1.418121353,-7.260289852,-142.0475192,37.54869237,30.46128439,3.390514369,6700,6700,6700,-12.01233704,22.73806046,17.13253061,0.49141415,0.072385915,0.47455305
37.00574464,1,1,1,0,1,1,1,0,0,1,107.2082562,145.8088825,62.62860511,15.68202647,39.17884067,25.65567503,6700,6700,6700,-8.016218369,9.472824139,13.9661153,0.080876129,0.167077343,0.859321279
-12.23900205,0,1,1,1,0,1,1,0,0,1,6.847750427,137.5369703,-142.0265195,34.21557568,38.06739402,4.038962143,6700,6700,6700,-0.919574075,12.00449929,0.357580439,0.293789976,0.628325447,0.635451266
10,1,0,0,0,0,0,0,0,1,1,99.39448121,-79.3632391,-90.80191007,3.42135255,28.45084242,29.50138884,6700,6700,6700,-24.69482153,-7.672979595,-8.63464111,0.40189212,0.468301258,0.140462937
-214.7185835,0,0,1,0,1,0,1,0,0,1,-5.790844379,-160.1893884,60.04198129,2.423868295,35.91480296,27.96852067,6700,6700,6700,19.91412222,-23.4146528,15.03777297,0.214510115,0.691041866,0.646407268
-415.4767672,0,1,0,1,1,0,1,0,0,0,142.851992,-163.9042225,-134.0491256,4.896291104,21.37566446,38.09160899,6700,6700,6700,21.9698708,-26.2902455,-19.37318616,0.752995981,0.006012679,0.748459738
10,1,0,0,0,0,1,0,0,0,0,-159.5900182,165.2145033,68.60513943,10.58680617,23.04300218,42.78976839,6700,6700,6700,1.257357918,4.606718587,14.28919487,0.829055747,0.651921347,0.397174265
-216.0056228,0,0,1,1,1,1,1,1,1,0,-145.038229,105.5873699,-73.92916931,8.751962072,8.332693572,8.278524165,6700,6700,6700,-4.583866116,18.23431396,26.20138828,0.487980939,0.364476531,0.41989985
203.807478,1,0,1,0,1,0,1,0,1,0,-152.2074417,-133.6442079,157.6974757,34.62244122,24.60199893,35.93703202,6700,6700,6700,20.02334751,-18.07299806,8.805849452,0.073501757,0.89592735,0.697071161
375.6903635,1,0,0,1,0,0,1,1,0,1,116.9364799,-22.73506251,-145.2664422,18.30657383,17.2889815,28.97735506,6700,6700,6700,-10.61440325,22.39874465,15.42302758,0.752058925,0.540619186,0.539114474
39.90574049,1,0,1,0,1,0,0,1,0,1,-92.13499303,-85.50640087,-48.15762749,40.45911679,38.20379073,23.02834233,6700,6700,6700,-29.48605377,1.074414007,-14.07601963,0.468041442,0.219315153,0.897129491
-12.33387774,0,0,1,1,0,1,1,0,1,0,-80.17693347,154.1056108,75.43451826,21.38373304,18.50182306,34.41218509,6700,6700,6700,10.77974517,-10.60920756,-6.897237055,0.524810933,0.152919235,0.517634668
148.1903858,1,0,1,0,0,1,1,1,0,1,-82.891496,-175.3776677,0.278264764,11.10150882,19.57478682,0.541246366,6700,6700,6700,21.47655649,-4.289540164,-16.90745606,0.53865887,0.684916536,0.723051536
48.48690819,1,1,1,0,1,1,1,0,1,0,-27.58566968,-47.63030939,97.6026195,36.02240251,18.15305193,17.29401498,6700,6700,6700,26.06082738,-8.956475832,27.39037366,0.363871447,0.504770469,0.234084139
216.8965582,1,0,1,1,1,1,1,0,1,0,-103.3866282,20.66297423,-137.758977,42.85153422,34.29077816,19.26231225,6700,6700,6700,19.18187289,18.07950738,13.35737463,0.033266264,0.645090033,0.564815198
-322.2397627,0,1,1,0,0,1,1,0,0,0,-152.6769668,133.4756011,-29.82660841,1.500540415,17.48995215,40.80616013,6700,6700,6700,-6.524343877,-12.43552141,29.33915316,0.8949879,0.116598348,0.892288113
3.494083869,1,1,0,1,1,0,1,0,0,0,81.63638172,-160.1331949,85.50751851,31.24493172,40.69608366,41.40787898,6700,6700,6700,-24.35425744,2.349133606,-21.77844668,0.337750034,0.351588835,0.502062854
-206.2083365,0,0,1,1,1,1,1,1,1,0,-107.221905,31.84634054,153.0006989,18.1627262,42.21305798,33.2914441,6700,6700,6700,-10.65406915,15.7728929,22.83556499,0.50524202,0.470765208,0.6848768
294.7501691,1,1,1,0,1,0,1,0,1,1,161.7358817,32.47679058,16.14450011,30.21732686,15.29537916,44.26924198,6700,6700,6700,26.90532149,-0.005685068,-23.3485597,0.560559789,0.640130837,0.65408966
58.698974,1,0,1,0,1,1,1,0,1,0,172.6830802,53.88877254,-124.4033671,8.690024646,42.22447524,11.2862309,6700,6700,6700,15.80066794,-20.98387892,-24.48567809,0.176451763,0.209474303,0.530638712
-255.2634123,0,1,1,1,0,1,1,0,0,1,-10.24176599,179.9901978,-56.01465354,10.34993152,3.20125476,1.349597848,6700,6700,6700,23.42134976,-20.53467643,4.369162233,0.615837012,0.399480357,0.143828233
-71.24361346,0,1,1,0,0,1,0,0,0,0,-47.75002469,151.6123552,113.7305445,11.65220918,17.75512905,30.5353786,6700,6700,6700,1.312359516,-6.410813682,29.2561179,0.65762741,0.577357139,0.762983894
123.0865025,1,1,1,0,0,1,0,1,0,1,64.67696614,82.78409859,24.66703129,22.27202517,17.39203851,3.344859797,6700,6700,6700,1.142577049,18.91858759,-1.296747841,0.352870665,0.791266987,0.101428923
-350.1430736,0,0,1,1,1,1,1,1,1,1,154.972105,-160.3717217,-68.66552245,39.50005239,1.65530121,43.24418053,6700,6700,6700,13.35099433,24.21686769,17.13843551,0.585459714,0.790982105,0.748291071
10,1,0,0,0,0,1,0,0,0,1,-124.1167978,93.81267938,-127.1536622,20.37417923,13.22978801,0.427474133,6700,6700,6700,11.975265,-5.987616559,23.34193353,0.612091743,0.976380778,0.563787774
-175.9781525,0,0,1,1,1,0,1,1,1,1,73.73341311,53.06986064,-128.3834384,1.021599538,8.48991794,22.5918616,6700,6700,6700,-28.99369551,-1.059448656,-22.8918053,0.167884144,0.161532918,0.353055592
-62.99519424,0,0,0,1,0,1,0,1,1,1,-179.1046301,116.1951319,40.82650642,19.38582825,42.18137948,1.178414628,6700,6700,6700,11.35162016,-11.51422907,-2.995824805,0.142947537,0.811911791,0.940604054
12.67961312,1,1,1,0,0,0,0,1,1,1,143.5959361,-53.62331561,127.0132947,33.62818774,10.20140801,37.98704895,6700,6700,6700,-9.463059063,-21.11620599,-14.80009675,0.810767853,0.272614718,0.167725368
232.6873835,1,1,0,0,0,0,0,1,0,1,141.7818225,-123.7844965,-152.1858291,14.84638377,9.373788694,9.527418411,6700,6700,6700,-6.052700952,-26.3029874,-3.188931914,0.740097572,0.144907023,0.511724234
208.7647285,1,1,0,0,0,0,1,1,1,1,129.7367289,51.51010022,-37.79225001,17.09202778,30.27055207,3.379730869,6700,6700,6700,28.5662269,2.674525191,-10.41691583,0.643294071,0.700877536,0.383915818
10,1,0,0,0,0,1,0,0,0,0,34.95625473,27.85964426,114.0122522,9.766093464,7.760861915,29.86296733,6700,6700,6700,-0.084605131,-8.352063206,-20.43291114,0.344426276,0.046096312,0.31791905
136.8706224,1,1,1,0,0,0,1,0,1,1,-10.91527568,85.95666197,-78.45471111,6.037219547,39.60495232,10.68168148,6700,6700,6700,23.2550554,-11.40086633,15.18372439,0.825953554,0.50995434,0.318560518
10,1,0,0,0,0,1,0,1,0,0,175.0847021,55.11306869,-108.2864656,3.832951027,5.688561002,44.41584173,6700,6700,6700,4.143344201,-26.69458096,18.07186157,0.474921129,0.440826701,0.923789009
28.90024728,1,1,0,1,0,1,1,0,0,0,17.72175947,86.30665928,156.8705449,0.279104901,7.26880331,41.25901489,6700,6700,6700,-18.28654487,-8.534652802,-12.84361662,0.089660208,0.12440872,0.470410207
-406.8995171,0,0,1,1,0,0,1,1,1,0,-143.696705,27.58635007,-17.49355107,30.35371807,12.87232294,32.75032543,6700,6700,6700,11.51657138,22.51496563,-15.52947562,0.826282129,0.799402841,0.801943615
39.14166607,1,1,1,0,0,1,1,0,1,0,-103.9898953,-125.6191694,-144.2056746,8.137099642,37.74358556,15.21445886,6700,6700,6700,-4.270427369,-16.27033216,-7.371697817,0.995458751,0.287654502,0.131516479
372.7380501,1,0,1,1,0,1,0,1,0,1,-85.86583795,78.89225038,-160.9894087,34.83865549,32.70618482,17.61961602,6700,6700,6700,13.60357721,21.30311251,9.846928772,0.645149989,0.585757787,0.327097925
208.0639903,1,0,1,0,0,1,1,1,0,1,-11.24190799,-77.59305134,146.5445402,15.54618715,24.3224522,3.347871432,6700,6700,6700,4.166010424,-2.991715636,-28.93284909,0.767057297,0.554658008,0.018961081
-302.9514168,0,0,1,1,1,1,1,0,1,0,-89.47602054,-34.31213367,55.14835516,40.5459717,44.08312903,24.30782705,6700,6700,6700,-27.00007614,-15.58882857,-25.59347308,0.602689401,0.488877308,0.88412012
24.76988706,1,1,0,0,1,1,1,0,1,1,20.45897533,140.5856622,135.6749274,18.49529533,2.951600799,38.13059113,6700,6700,6700,-24.2039764,-19.01353898,-26.1587253,0.562767121,0.87726798,0.305201446
150.7458736,1,0,1,0,1,1,0,0,1,0,11.31970441,131.8364249,-69.61012902,0.253410073,8.493111976,41.00167084,6700,6700,6700,-17.47809168,-9.109278074,-4.116202317,0.597493992,0.377374988,0.965270954
144.3014038,1,1,0,0,1,1,0,1,0,0,-157.8399591,-101.9410174,91.79930569,10.23042872,38.19844167,8.05724026,6700,6700,6700,26.33096042,29.29887515,-12.59466481,0.90054208,0.833174528,0.665701753
84.18442212,1,0,1,0,0,1,0,0,1,1,171.222968,62.64108386,87.43951123,6.577031712,16.47845151,0.712182818,6700,6700,6700,-10.28699819,-24.67047514,6.6548283,0.211988328,0.463003941,0.811277913
-108.2849454,0,1,0,0,1,0,0,0,1,0,-116.7160172,152.7783758,122.9145074,8.694710021,20.91678041,13.17967453,6700,6700,6700,13.6756603,-24.50043698,4.477380314,0.222031426,0.088582609,0.191292969
-106.8643073,0,1,1,1,1,1,1,0,0,0,95.5658904,107.5105456,49.07163425,11.50018931,0.0689655,38.2277774,6700,6700,6700,15.95519973,0.959149394,-28.83384937,0.319967779,0.458669357,0.554534293
435.8589162,1,0,0,1,0,0,1,1,1,0,35.97564698,-31.94336461,-117.4890523,3.268760482,43.59399308,12.84716123,6700,6700,6700,9.162798042,27.72031741,-8.495726862,0.815234032,0.678504851,0.241813476
-385.6790655,0,1,1,1,1,1,1,0,1,1,16.08162465,9.436342827,-95.99922227,16.86602878,29.73811238,5.600957325,6700,6700,6700,-16.75589878,8.498614667,4.163544315,0.560583776,0.031608313,0.626086519
236.3284286,1,0,1,0,0,1,0,0,1,1,-163.1465147,-15.79849575,156.6777871,23.94094361,1.180810347,28.16383082,6700,6700,6700,-25.91557889,-21.3314616,22.68613618,0.494751194,0.603236747,0.505146006
-473.4108328,0,1,1,1,0,0,0,0,0,0,115.7379801,73.54248585,95.4461652,34.51037768,36.92827183,27.17972556,6700,6700,6700,2.442440204,-7.470601578,17.61968094,0.347294479,0.516839626,0.307512665
128.4477943,1,0,1,1,0,1,0,0,1,0,-10.85792967,123.8215522,-114.3986911,17.0659287,3.091341139,39.30514345,6700,6700,6700,2.248236977,-0.053297503,3.128563369,0.19273935,0.412211578,0.206665739
-386.41269,0,1,1,0,1,0,1,0,0,0,167.6022837,-138.9890479,-93.88466142,10.02137274,29.33287869,42.42131897,6700,6700,6700,-27.6019163,-8.927973799,14.94931604,0.955058523,0.401797138,0.700404296
-114.6214146,0,0,1,1,1,0,0,1,1,0,125.2027371,-95.26489732,-88.65472187,37.83948066,11.04225127,9.393510717,6700,6700,6700,23.69950063,-18.7737761,20.16336363,0.868391533,0.734062281,0.415481995
-27.47027896,0,1,1,0,0,0,1,0,1,1,77.59163338,6.144728404,-170.7855545,40.75889556,9.899015259,12.06750777,6700,6700,6700,-4.191924314,-28.44121095,8.466009954,0.0254689,0.570061328,0.327280125
10,1,0,0,0,1,0,1,1,1,1,-19.87780366,-25.98279967,-4.321780892,20.13201521,27.87393299,38.86547993,6700,6700,6700,-24.86383734,-0.325670688,-6.001685173,0.265347005,0.90516771,0.8012386
10,1,0,0,0,1,1,0,0,1,1,-30.00138547,-9.419133404,-159.5370678,28.26000182,17.02740521,14.87393994,6700,6700,6700,17.3751439,-28.52228874,20.84922426,0.577593198,0.093041043,0.724567324
92.01415678,1,1,0,1,1,1,1,0,1,1,-165.4215681,48.27954491,75.74741318,22.27616921,33.83079837,15.99546931,6700,6700,6700,9.356737441,15.50022778,17.51314485,0.016352597,0.727565273,0.627695781
86.54978902,1,0,1,0,1,1,1,0,0,0,-42.26142316,-158.7702196,33.12507033,12.18573412,6.426083771,29.25599116,6700,6700,6700,25.86940776,-4.776601901,5.338960453,0.219296156,0.982188574,0.980180933
10,1,0,0,0,1,1,0,1,1,1,-174.1729031,-113.7025636,107.2824874,40.08686107,12.8504136,35.94374561,6700,6700,6700,11.93305568,9.048937455,-21.95272194,0.714999396,0.90133174,0.646750927
242.3586797,1,0,1,1,0,1,1,0,0,0,-88.34043866,-129.4000804,-169.2297271,31.11197644,25.76433358,23.83128694,6700,6700,6700,-1.36175666,13.47200042,-27.66781465,0.628431255,0.788715699,0.967748193
165.1653259,1,0,1,0,0,1,1,0,1,0,31.78317754,-128.9020825,-69.24052831,22.3060358,0.386896857,24.43908169,6700,6700,6700,-25.73627727,18.66497598,-25.68751781,0.105685979,0.981861317,0.587921124
377.275557,1,0,1,1,0,0,1,1,0,1,-52.10911328,-104.8227198,-112.3718147,9.252717688,5.176547463,15.67156237,6700,6700,6700,-11.33555815,23.92155696,21.97968043,0.075890142,0.412390086,0.908082189
10,1,0,0,0,0,1,0,0,0,0,-20.11760382,-77.08185337,27.74488381,40.62218666,18.1627439,20.51565098,6700,6700,6700,-2.829128134,-29.87393517,4.88746901,0.435312283,0.704546772,0.651066369
407.5022712,1,0,0,1,1,1,0,1,1,1,-78.41610137,-32.34509755,114.0763851,9.371413623,5.974950477,37.67425584,6700,6700,6700,-26.26869589,12.81535855,29.84668703,0.71243017,0.959968183,0.785024538
10,1,0,0,0,1,0,1,1,1,0,71.08850323,-173.1375217,112.0508308,26.02407155,39.7391097,7.024333438,6700,6700,6700,-17.02304015,-0.366251364,12.98532212,0.43640409,0.909411752,0.453091053
144.8987485,1,1,0,1,1,0,0,1,0,0,133.9685295,154.962284,36.90967871,9.045303269,11.77528372,4.746733068,6700,6700,6700,17.5132981,-11.03690363,19.70338411,0.87078483,0.648937398,0.892781722
327.6004121,1,0,1,0,1,0,0,0,0,1,36.87601929,-72.34748211,-43.0669625,12.73437559,20.9380343,13.05699033,6700,6700,6700,-5.632652833,-1.325915678,-17.03916137,0.81839407,0.934607172,0.870867148
116.8504681,1,0,0,1,1,0,1,0,1,1,34.8265478,-132.5259052,157.3899674,13.97169519,37.40658043,1.501768904,6700,6700,6700,0.885940301,-13.82532279,-21.30336936,0.298883781,0.857724834,0.857655791
395.6169171,1,0,0,1,0,0,1,0,1,1,-110.4990708,-51.78492657,156.1437591,26.02197811,2.507628634,11.3809525,6700,6700,6700,-8.71574953,25.12488134,27.59077447,0.95169583,0.603737137,0.24279491
-267.0061477,0,1,1,0,0,1,0,0,0,1,108.7126348,-151.5959658,72.62300513,36.00540416,14.08857216,28.17087577,6700,6700,6700,-20.76815986,22.7033025,-6.329162322,0.681398623,0.655597845,0.280504414
-101.4002023,0,0,1,0,1,0,0,1,1,1,-70.88380306,154.8614,-143.566338,33.45281427,19.20885117,13.05781422,6700,6700,6700,-14.88871505,-3.311845307,23.40093565,0.076820391,0.315672324,0.919231696
78.22099219,1,1,0,1,1,1,1,1,1,0,-148.8084911,176.0494029,-151.8578642,3.984518711,0.698362312,42.941181,6700,6700,6700,2.947809197,0.352425061,18.18387851,0.509131906,0.757903934,0.978978412
10,1,0,0,0,1,1,0,1,1,0,-100.2466054,-17.60527196,-97.23763075,21.41018708,12.21304034,15.91851222,6700,6700,6700,-26.40120165,-7.860855192,-14.25050625,0.420570707,0.199965751,0.781826566
111.1398174,1,1,0,0,1,0,0,0,0,1,114.4061444,-28.42028077,109.799647,9.308983447,14.00283832,39.26724606,6700,6700,6700,-28.31858453,8.534792211,11.57330486,0.232179682,0.290476514,0.205607214
-123.130721,0,1,1,0,1,1,1,1,0,0,73.6465414,3.665650935,27.46771791,43.45388993,6.634579643,34.89392697,6700,6700,6700,-9.989541669,10.6028105,-6.137222096,0.133517682,0.616646645,0.796513276
-47.22890926,0,1,1,1,1,1,0,0,1,1,-41.66517397,-104.8359961,-152.1405164,42.3389642,23.49359563,12.61100829,6700,6700,6700,-5.65193737,3.215795452,-13.75718507,0.792314478,0.031890744,0.68062547
