Fitness,Label,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
-8.1949,0,17.6267321,8.789050742,4.172469262,19.11826289,3.541793637,-1.195927043,10.76347987,-0.664081446,-9.526965084,-9.07420968,-6.527355129,-1.401423514,8.194984999,17.88308836
15.7021,1,-16.62944506,-1.331011326,-17.17291469,-14.645164,-17.79203924,19.16697492,13.82806806,-12.69458554,-1.350269259,4.7985984,-11.19941494,7.916395042,-7.7855998,-18.73111151
1.346,1,-3.020515691,3.16401463,-14.67394932,-17.25575105,9.975667245,3.661558793,-7.288052311,8.66309862,13.57890353,-16.75036027,-14.06093392,-2.687336909,-4.033265815,9.000566458
-3.3853,0,6.83571816,18.36176332,2.80251543,-10.43267149,-4.379904705,10.14931882,9.894585899,0.32784389,1.695630903,-19.03906088,-0.638452507,-4.005067085,7.222367506,10.607631
-0.8908,0,16.00993089,0.797375072,13.0800265,12.18409963,5.786430368,-13.13491861,8.062095891,14.51803288,16.17451777,9.661949241,5.457263381,1.849876352,2.740824981,6.663720269
13.4457,1,12.492301,12.54543808,-5.254382939,16.49560046,7.078949814,7.784332926,-11.24728845,9.1122645,-17.135292,-4.044436118,-5.840497188,8.731063762,3.349187106,-10.09654282
-1.2521,0,4.583790028,9.442806002,-17.84862737,-2.391869679,-15.94446214,-0.686407688,-13.41560101,-6.007167994,1.572562085,5.162864729,-7.857615217,5.403076604,6.65531394,18.33190847
22.2526,1,-8.274859193,17.71170773,19.98183809,13.39132901,-6.12490801,19.34787568,-17.32218046,-1.551696676,-15.96050818,12.9758656,12.83590514,-6.030570584,9.818140627,-12.43443601
-1.5404,0,11.67563971,13.8689158,8.792624846,-0.142196083,18.17316135,-17.01545784,2.30425772,3.030767377,17.41557603,1.608295101,16.76858614,-7.163361899,-5.622834675,17.76441874
-4.8504,0,8.053463575,9.940608838,1.381489621,-9.16311989,0.109158858,17.06782824,-6.493286403,13.58331486,-16.8483151,13.99345364,12.18924161,-7.743188203,4.850513914,19.56086621
5.6885,1,-0.406038152,-2.469814565,18.63191893,-12.58111705,1.359462446,9.362152146,15.73343722,-16.64812101,10.11693193,14.14720207,3.492624638,-3.452895829,-9.141250914,-10.79713576
-0.1689,0,12.26028852,15.19792627,-10.89617808,-10.72282202,3.7182686,-5.730725521,-0.090911574,-7.943792568,-16.68553045,-17.8795539,19.30686751,-7.245446056,-5.578267716,-5.409286859
15.1997,1,8.634831697,2.227024769,10.4966398,17.13016118,19.52772509,9.5023346,3.977592264,8.854014288,10.40232754,16.2024086,-14.60598129,6.586844937,-8.612719747,1.868329312
10.2159,1,-5.793133226,-4.503068793,5.060435161,10.41510164,8.272010209,12.87117609,-8.894474814,13.90102277,2.952090332,11.84036578,-11.57485941,2.445370487,8.425114735,-1.790807392
-0.4475,0,-5.832885805,-13.43905435,-8.189580272,4.703039275,-15.88705264,-5.862840172,5.99215065,-9.84489038,-17.8333789,2.151195967,-2.15782662,-6.951951933,0.44757964,17.55759354
10.8605,1,-15.8942044,14.94199202,2.498322386,6.760592108,-2.919054874,-16.65801728,-1.15217482,17.43374648,-10.38764866,6.889785358,12.7196857,1.537833741,3.402743561,-7.457758966
13.9095,1,0.102973618,0.419923283,12.45666753,3.940622762,-3.410130968,12.91303147,-19.44569874,2.562334035,3.559429029,-18.32179326,-2.869200824,4.114686798,-9.794709551,14.95013506
10.3882,1,7.802837012,3.364803023,-14.51318336,-4.236311678,-1.674533672,-9.466612905,-16.89959453,18.49939783,2.771325384,16.69656915,5.094328641,-0.689960734,2.319998496,-8.068224378
4.2206,1,17.69748296,12.31691947,-10.64409226,-0.526278172,-2.610725055,12.49337617,-2.00764071,5.642607469,13.92323381,15.77916326,9.232704006,-3.620286012,-1.723898604,-5.944462603
24.7442,1,-7.358296744,12.6373976,19.6431966,3.391829828,17.61356207,-6.652263452,-11.99824315,-12.23052341,-10.90856844,-11.3166784,-13.33121374,-3.334313403,9.412981393,-15.33117315
1.2544,1,6.729888139,-18.93017787,-8.467447203,-2.164590001,15.89969806,-17.51462982,-6.380036018,-14.3961517,0.619124721,-2.108373714,2.505778559,-2.161610815,-3.415891256,17.65363084
0.3946,1,-9.504520144,0.593377769,-4.817589329,-16.10703013,-4.939934833,-16.26526562,-14.43752173,4.401960628,-15.88455792,-19.44177541,-8.486197256,-8.777588486,-9.172077551,-2.443575771
8.0528,1,-13.87697102,-19.99358612,11.50493489,-0.17992644,19.45102742,4.657671319,14.63564667,5.835821546,5.161376242,-18.85704581,10.22544177,5.495757373,-2.556932192,-8.321444317
0.4594,1,-14.22463007,-9.805363217,15.65789856,4.188066613,7.299026107,11.38385366,6.466332806,1.790534193,4.128698847,17.97584208,13.85425271,-0.782771192,0.739697642,0.280300039
-4.5477,0,9.752410612,-13.02244849,15.65931911,-0.633748593,-1.579018057,8.974590097,-18.74276651,-7.21928439,0.689132631,1.102917679,-7.010033529,-3.076139016,8.805024319,13.35269339
4.1943,1,17.1560469,8.228783567,14.94981599,12.47565208,-10.50227555,10.79259974,18.52932916,-11.04323258,-2.503190681,13.92493554,11.74106062,-3.411661544,-7.605827372,3.346234267
3.1226,1,-2.158862941,-1.215186888,4.834566651,-7.700502842,8.800905964,12.37365293,12.86835581,18.22763592,16.02062316,-17.25355005,3.507536973,-8.426691944,9.699193859,6.576640525
13.8434,1,11.37775107,6.952022974,2.680642555,8.366051088,5.659798539,-13.64119402,-16.62993284,0.916750352,-4.35672695,4.702415932,-1.474177451,7.859750565,-5.983525553,7.929459698
10.0336,1,-1.945544093,-2.611383853,-1.1173547,17.70552101,1.908215786,-13.40225244,-17.86627602,18.0401665,18.15484302,-1.425823945,-2.919916549,-7.486821618,-4.832476141,-14.86607366
11.8071,1,-8.769011721,4.719710052,11.18446629,8.931215468,14.8658646,19.81726184,-16.0050191,-7.547131453,-16.06903016,-7.199298118,18.31375923,3.691355173,-8.11563193,-0.842266318
-1.3191,0,19.49328005,-6.727786981,-3.276089171,-0.98248321,3.761090489,-7.02399867,17.05001884,4.229842861,-16.02648954,14.74481173,15.88795504,-0.199368315,1.319179232,18.68616596
-0.3416,0,-19.67480496,-19.30651566,19.90177278,-16.74424959,16.17317678,-11.42601714,14.43534189,4.676443012,17.77889199,12.96403193,7.287338989,0.275672333,9.817292796,10.1589208
7.0351,1,-8.974429549,9.724957773,9.638374138,16.23127102,12.67544149,-15.59083719,16.74145375,-8.064933222,4.101644968,-8.841302491,15.3370294,-5.122641045,1.26538402,-5.769754466
10.998,1,-9.969720741,18.55915962,-16.62274388,-6.796620351,0.66386485,14.17825508,12.24810103,-13.07324014,9.239216826,-11.99585069,8.909700945,-7.064456999,-2.388293329,-13.38628046
3.2989,1,-15.57186347,-12.22283978,2.396162637,-4.110257902,7.171217884,-3.978553787,-0.57941342,11.52822437,9.231844061,17.21844286,14.59081687,7.617600384,6.068199981,2.76926724
7.8362,1,1.029152848,-19.90711195,-2.267303592,-14.53995638,12.39588516,-8.674957261,12.18538103,6.145072711,-5.079749303,-1.2755342,-3.314723082,4.612359375,-3.223712701,-2.548073378
20.8403,1,-18.04968814,-15.70206264,6.922316717,-1.727086658,0.691780631,-3.36233814,-17.09818191,12.07383705,-14.63510026,4.667844459,-18.91868503,0.531025134,1.300104679,-19.54018811
-9.1886,0,1.365136023,-7.030511219,7.394667162,-0.940332422,19.03228401,16.25491965,-18.60948252,-10.83121077,19.43691234,5.702240669,-8.842979268,-4.782296706,9.188675328,19.08786703
-0.0056,0,11.35701579,-18.17453847,-1.371627526,-2.328057021,-12.75855692,-13.04128768,-13.44306635,-19.99733598,-16.7759924,-12.7194724,9.20975182,-3.161690907,-0.005675188,12.93837986
0.9132,1,7.619989934,13.79744474,-11.50885301,18.2960188,6.379163355,-18.57819137,-19.48810585,-0.283187765,13.91001991,-13.5717527,-15.44545274,-0.687940292,-1.601009276,9.374088218
13.8037,1,8.347490678,-10.01040179,-17.53819064,-12.34431933,17.85731565,8.980962876,3.940617319,-17.58962366,10.12103476,17.9561977,4.098322972,9.574557232,6.304358905,-7.499313016
2.8272,1,13.43036406,-6.887181037,-18.79675449,14.31724458,7.255987759,-2.834967522,14.2704012,-4.265224587,-6.301741028,15.238401,-13.85461977,-6.407343155,-9.234484018,11.91443075
10.531,1,16.49070609,17.19289124,-8.190046443,18.52704557,-1.967157032,12.41919128,-8.181051294,-1.441984227,16.63812023,11.28185955,1.443007492,5.755039747,-4.775903034,18.41906961
0.0867,1,5.241775935,8.143060919,12.73448251,12.34354326,16.9800575,1.662504244,6.53468389,-14.5536535,-2.314809709,8.71942517,-15.84622163,5.384073464,5.29743669,6.440601547
9.2778,1,17.63872945,-1.555682737,-12.55612293,-18.86184761,2.821518046,-5.83835975,13.76283141,11.28959057,3.965263771,12.35184415,-4.036318961,-3.608032735,-3.811338968,-13.0891435
0.078,1,-16.70303144,12.7984781,9.748052515,-11.81479151,-4.088096359,0.512482574,-5.918745865,18.46933685,-14.845904,-5.805940915,-1.528552419,1.243323922,4.109345452,4.031331495
8.3448,1,8.05666581,-10.36445844,-2.977283632,4.882601867,15.43797922,3.378803222,-6.301308871,-19.92534818,16.56036253,-6.334759439,8.819250743,-8.899925894,-4.900357651,-13.24511394
2.356,1,5.272503439,-15.54996233,-11.22955179,-17.66026508,6.604073426,-1.49840167,6.542815119,4.455128129,-11.14188171,-2.229715805,-19.32733486,-0.259025674,-2.614947101,6.497058157
2.7402,1,6.581760062,1.112409819,-8.521267303,-5.239477734,-1.851381295,-1.164742245,15.74916991,12.16202914,0.750281578,7.823130439,-13.72849316,-8.868769569,-1.346023381,-4.086216184
4.4262,1,9.736074041,-0.866928811,16.80488692,-19.54797418,19.60519657,10.86193514,-4.909788015,4.571986516,-5.957122166,-3.197206078,-4.964730453,0.069156908,-4.356985238,0.493140274
21.0487,1,2.363055693,2.626254512,-6.64441029,5.570873169,3.351473264,-0.265012128,-19.84208914,13.85260271,-11.3326867,2.845904696,-16.285427,-9.134296872,1.069329301,-19.97939407
6.2022,1,14.50907217,5.088084239,-7.061361758,10.97594106,-15.16874505,-6.605900402,-2.837507982,6.871426118,1.02775684,16.93411705,6.629646882,8.790854077,2.588777103,14.40094996
4.3254,1,-13.8379752,2.174977323,-9.390086041,-1.175453272,-7.740817851,-10.96274064,18.55629834,16.43915806,9.002023699,4.836501964,-14.80333297,1.856034716,-2.469313441,-2.995494869
-3.0899,0,18.24903061,7.94360578,18.97060058,8.552569396,-3.279882081,5.718807255,-15.40142287,-18.11372576,9.721169647,4.042997434,-19.41516033,-5.638694504,3.089966982,14.10066435
-8.4021,0,-18.68122442,12.63585501,2.612415397,-3.607613373,16.91660097,-10.70775934,-17.24404726,11.50903778,5.277141537,1.745393109,7.961967248,-0.227295287,8.402170837,16.93737825
15.3814,1,15.10209091,-10.25296811,-0.121772527,-13.13236747,-5.441284775,-15.15544806,7.412624502,-11.72979424,-15.55893086,10.16750623,15.48633338,8.673245947,-6.708011043,-0.664852223
-4.1951,0,-14.49707371,7.07197317,-3.860326536,5.150357311,13.78434831,-12.32086984,16.39293594,-6.073866622,-3.877017724,-12.93044357,17.2020377,-1.501392275,4.516167305,8.711262209
6.5672,1,12.93456598,15.09435707,-12.55208512,4.369469244,7.258473497,14.90859913,-16.70506114,4.347885372,-4.435015496,-4.727437619,-6.920731466,-1.473374462,-8.040500679,-10.81919998
7.1229,1,8.900151635,-1.978897352,-14.1299738,-3.760008967,19.37829056,9.669057586,6.498620795,-4.619871273,-0.186644859,-11.95359091,-8.69146514,0.868633192,-6.254181544,19.41604627
-1.6063,0,-14.22150535,3.467460408,13.8638193,5.722388592,-17.48042859,-6.481349309,8.968466627,-7.364882556,-19.49598394,18.63719413,-5.027190532,-9.238229461,-1.606384555,19.44176289
17.7864,1,-9.714270819,-4.440826527,19.10420846,7.493528369,13.12627001,-13.98188396,18.38167161,-7.936853412,-18.67098823,-2.497023492,-10.87832931,9.084872362,6.267676312,-11.51871984
6.1121,1,6.84484758,-7.854789746,-7.900390368,-16.44500317,16.54297331,11.35072982,-19.87388462,-16.20034748,-0.824622696,8.33428994,3.822149604,-4.744196011,9.348332973,3.236260937
6.9863,1,0.126104589,13.44752087,7.063061454,-16.03892809,-2.435599522,1.788451421,9.484344518,15.48623044,9.164042097,11.1495653,-5.997838165,2.344667665,-4.641516774,-3.948529609
11.5848,1,-17.75281288,14.43015582,5.308223701,-19.64606335,-4.367730897,-11.65816659,12.45756589,13.20288035,3.51924457,18.7467625,18.66459291,2.288912759,-9.295818141,14.39690724
-1.0494,0,-15.76928841,-11.8105509,7.670891811,-4.962963036,9.375834868,16.34956607,-6.32540435,-3.64598787,12.15560193,7.699007657,1.090540189,-3.052172119,-1.049475493,16.22673722
9.0359,1,17.24771893,-4.828320485,3.594041899,-0.576540245,-15.47930233,0.908972376,0.109258507,-9.796203887,-6.211050461,9.327254255,-15.83981567,7.750470943,-1.28529635,6.135111273
15.9354,1,-17.81833362,15.84142862,7.144780963,-5.32209009,10.64843877,-0.28325397,-2.632492956,-16.6000117,16.82026616,16.13632131,12.26258239,-3.088842461,8.350958388,-7.584449623
5.2623,1,18.46831671,-6.9614702,5.039908878,3.211630162,-0.439273118,-5.0908735,-17.31863496,7.780184559,2.18845299,-3.311976269,7.05466612,-7.680282458,8.854692714,3.592365832
0.9213,1,5.869557751,19.35567007,0.078961709,1.129794287,-3.267092241,17.55758993,19.02861883,-18.42454266,-19.28187781,1.146935471,0.560084616,8.538904025,7.617702309,15.17566554
10.2473,1,19.99828457,-3.573723113,-10.95778587,-5.315752757,-16.60850392,18.4576312,-16.42915377,-15.47243406,-14.22265188,17.59251727,14.06634741,5.307768177,6.994958936,-3.252318176
-1.908,0,9.975445253,-14.52001136,15.38270073,17.04612353,16.93913321,-1.911673096,2.352133634,18.36196447,4.661549125,16.99198877,2.354129908,-6.614901359,-4.706753044,16.81081097
-3.5367,0,1.689401627,8.690183162,-18.10820901,-9.954104309,-2.954539573,5.630307548,-6.359645919,-12.19556684,-11.1186594,4.932664645,-7.385887761,4.603118563,8.435472095,11.97214484
0.4249,1,-10.74858155,-19.04946277,17.5497471,-15.84958541,-9.955155864,-14.40003255,-9.07180226,-13.76327713,5.524157424,13.36424392,-8.225963199,5.184878392,4.760048189,10.70331628
5.5137,1,9.371044272,-3.79852482,8.126961098,-6.966636322,8.918953586,6.836067559,18.58455641,6.308138707,4.901756352,-8.302622317,-10.96896932,1.359961644,-4.153642021,-8.067429322
10.5871,1,-12.38023278,11.90912989,-13.03496929,-19.11070486,-14.53533524,14.13994844,-2.355761306,-11.82364948,-11.81631582,-7.333088159,-16.37827059,-9.610236112,2.763266739,-7.82380673
16.5094,1,17.71519679,-17.49484485,-9.250175074,11.10900064,-6.28186347,-12.66902504,-10.91881166,19.96970417,7.833434783,5.057138596,-4.407354536,2.503550854,4.538179938,-11.97124464
6.4503,1,-16.93420079,-17.01444435,-12.12543966,17.91349566,8.994675307,19.88878935,13.29837753,2.592676501,11.61129145,17.74274755,9.008527622,-8.464287247,4.495941797,-1.95432857
16.5315,1,-13.32805935,-3.446130409,17.39112856,-11.96203769,8.929826636,-1.257262695,16.81747995,7.904486414,-1.197017417,4.081653416,-16.57543104,7.008564584,-9.522875467,-9.90646709
28.2478,1,13.49922879,-17.36527954,-1.751399346,17.27254218,7.654766042,4.441556624,-9.815256116,-2.154235198,-7.483478907,-19.93997248,-11.80320891,-7.810871389,9.793115133,-18.4546558
9.4277,1,5.930078076,-4.799870431,4.600653759,9.523489817,3.783589747,14.24180397,11.66805877,-13.73225601,4.420018012,-9.537046758,-6.238520986,4.77092762,-4.656713197,15.99224993
16.6,1,9.308164933,2.772720902,15.43259343,-14.88478682,15.8534053,-14.64150067,-16.64679069,-5.401545785,7.110951444,-14.22468941,1.317742126,6.390440873,3.135474953,-13.46456715
2.6819,1,10.03804512,17.91458459,16.87851567,0.237128627,17.08035351,-9.223870796,-11.85537225,-19.85438189,-5.09750209,7.913771815,5.792040336,5.042462988,2.36071078,7.533282575
3.1151,1,15.92569648,-8.864493663,7.878848222,3.200910856,-12.25533825,10.74324909,-1.531802541,10.29383397,-13.0531817,-19.20545125,-6.010770859,2.485362551,-0.629591123,2.186898346
7.3205,1,-19.1342728,9.097739563,-16.58327507,9.077707347,-15.36886436,16.12184521,6.58666975,6.175380273,7.548703316,5.649782715,-3.651713298,-9.164140627,-3.226912509,-10.54744665
2.1816,1,-12.09588743,7.165091606,7.596122379,-3.082031649,-0.568982239,-12.50928568,14.59441421,-4.550774856,9.816585567,16.28923551,11.17052002,-1.95735092,-4.138887596,-4.793253807
19.9352,1,-4.442441733,-19.66998408,-12.13188696,3.205915576,7.16875527,10.47986389,-4.299945896,-7.118194658,-11.88900496,-3.56782918,8.047364499,7.2254861,0.551642042,-19.3835484
23.9945,1,14.23940216,19.77136896,-5.442933876,5.912796099,13.31819935,7.359860844,-5.326959569,2.451037047,1.832083004,-2.885999307,4.659045751,-4.162255966,5.816105077,-18.178367
7.0392,1,13.02801254,5.589734349,-7.245699194,13.98548207,-0.201670147,18.40179097,5.615532505,-10.47479471,5.857956629,12.65748634,-14.47798259,2.336571371,-4.702552226,-4.264143132
15.1149,1,-5.71969599,10.12876335,-2.022447865,-14.5107074,-12.31877861,-11.95966808,-9.446159743,-10.04023319,1.150685824,-8.431331189,14.44370461,-5.638325247,-4.660412147,-19.77535954
2.1643,1,16.52833381,6.91004249,-18.89059373,10.88420611,15.05048955,-16.65261817,-5.050780127,18.93244386,0.652881977,-5.930456715,-1.390125008,-7.337791522,-9.501991488,5.096447786
11.0909,1,-16.32943078,-17.13283937,-1.411223031,12.77554465,-17.38688788,-13.45504501,12.99098662,-18.93098754,15.30200037,6.349089884,2.760149969,6.820731045,-4.270064719,17.07551234
8.872,1,-14.55509971,3.390922844,10.43530615,18.09716201,12.58775028,19.13612525,-8.088788227,-19.47590058,7.98754035,6.209707956,9.970654732,1.762090682,-7.109818953,9.607068827
-2.0751,0,2.519858129,-16.52349585,-11.09225377,1.939694511,-16.42408252,7.004057902,-11.60713855,12.30375617,-14.03717583,-15.12600614,16.11063286,-9.231945714,2.075201701,12.36569651
-5.0358,0,-15.34547247,10.60055286,-12.65473423,5.426783138,5.741495343,11.74536247,-1.649086176,-2.107556119,-0.367297411,-9.438277775,-11.53560457,0.044593223,5.080505778,17.85289162
5.0994,1,8.756147482,-6.331978486,6.044931909,-13.99086739,-13.1588874,5.941834106,8.735084774,-16.89308507,1.07834857,-1.418761819,-10.41241154,2.261047502,0.330805986,-4.768567606
14.4373,1,14.50585606,-16.87778361,-12.39285172,2.267170819,7.351855808,11.03558267,-18.8098267,6.908742744,1.784302878,5.040666115,-17.83274332,5.693265874,-8.743957782,16.76719627
-5.0844,0,17.9924637,18.73637974,-1.528244362,13.01051074,-1.041112965,7.655081062,-0.559566529,13.37823692,-5.191519417,9.43030983,18.85917361,-8.482374917,5.084500206,11.62166058
-0.037,0,1.275506333,7.973310935,-7.793849974,-13.48030706,-18.22643852,16.51380841,-1.449367944,7.586667659,1.358808787,2.828169314,-11.53142541,-9.441311503,0.037085056,3.782512415
13.1047,1,-12.12767792,7.155732574,7.505485587,10.65668287,1.134170101,0.414714735,-8.676491458,-16.93528514,17.03772312,12.03081498,2.355837646,4.031021861,-9.073623839,11.68521817
-2.0451,0,0.921447328,13.5927032,-15.71326882,19.76935721,15.95327893,14.18023153,-4.100747337,4.420405098,-0.329413809,6.493665669,-16.71869767,-9.115980315,2.045162407,7.649828065
3.6543,1,-5.320920454,-6.080578533,-7.174247035,-11.30373676,-2.588925258,18.17567986,-17.10693848,-13.87598306,-14.80363644,4.769895702,-1.080497424,-1.575729791,-5.229967665,-4.59400271
14.195,1,-19.48036829,-13.44092596,-12.76483027,-11.54492714,5.965328028,-16.14561456,-16.99076396,-14.86123647,-11.50386241,-4.804865031,17.54697758,4.996092964,-3.683208929,-17.87823978
7.7912,1,18.61198169,5.763195021,11.39904596,3.733743326,-16.22496155,11.38652045,10.18312018,10.52496791,-14.19546078,-10.1803692,-12.7594748,3.397302951,8.07908722,0.287909245
-0.0467,0,-6.089576001,4.263143231,-14.98187719,-10.73646774,3.089811005,7.214199886,0.394360836,-5.525039705,-2.719763375,-18.11101495,-8.507915018,-8.167650022,0.524667557,0.571394589
-1.8265,0,17.16274824,-16.72424236,11.19983594,-7.148490878,14.39620495,-6.770861543,-4.004486203,-16.5848661,0.110607617,-2.594510345,-10.66461539,-4.141102663,1.826588723,10.40933513
23.5456,1,17.97964961,-10.83006824,4.408358616,15.30944535,-18.1122932,18.64493628,-3.316321158,3.220687354,-17.86753611,5.710053431,-13.57655876,-9.732571567,3.596182528,-19.94937441
6.2752,1,-19.67012773,-12.15829383,-17.9706195,2.540858502,12.48249819,1.3195135,15.32212737,-4.177616058,-10.14789293,-0.639562251,-5.446544535,1.899578599,-4.375529384,7.636863194
5.7778,1,7.568814143,14.4786777,-1.410516641,14.47145266,-9.278836337,1.836099409,5.867204603,-12.44862179,-0.068508287,-7.735895411,3.266490432,9.553723555,3.775981488,13.19603371
