Fitness,Label,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
0,0,0.131462845,0.312150936,4.097583938,4.401302563,0.756408471,2.176773758,2.200377774,2.371862501,1.598892031,4.403560043,2.212428224,3.849944938,4.550944827,0.138260549,1.923603082,0.116985037,2.755228857,0.672745423,3.616006805,0.304051764,4.087853261,3.707382079,4.604435379,1.827267013,0.661887211,2.757882872,0.120525027,3.918662236,2.438547343,2.166136825,4.862187707,0.010458071
0,0,0.434581472,1.802324239,1.891324567,4.147161798,3.946360592,3.887940491,4.532562338,3.852455978,0.934065782,4.433428043,3.610328616,1.015778523,1.554951617,0.103906386,0.672419421,2.706568016,3.397760455,3.293949639,4.856462631,0.692303419,0.361864595,4.631858532,3.647040785,3.184947691,1.063107024,2.414278003,0.970438329,3.313158065,2.474910816,2.628980753,4.836277518,2.647288095
1.384762403,1,4.781369539,3.037835139,4.4130675,3.665591339,2.124920461,2.556834597,1.681332925,0.620095179,3.212257622,0.596856531,2.469173561,1.579296025,2.880207021,1.92984957,2.837644154,3.94935148,0.640401939,2.38415249,4.318690454,0.878482268,2.092387043,1.20925829,0.907505677,3.166822005,0.167269416,4.655887381,1.371291076,4.09214165,1.435543787,1.291199454,1.23143939,2.144739935
0,0,1.91556446,1.972509638,3.968102861,3.970285626,1.519960695,2.718043484,0.063183072,3.741932798,4.176584228,4.562645702,3.478961121,0.608696044,4.07221549,2.089035889,4.309578562,2.084974873,2.505410646,2.926476802,0.998828488,2.161576776,4.799076931,1.751846505,4.694242449,0.447541112,3.700384585,1.472127173,3.837001001,4.341098734,4.584695304,0.985539665,2.184904814,2.809425434
1.435371537,1,0.520507158,4.251799086,1.65532294,2.849309171,1.373967142,2.037914197,2.751837919,1.663900944,4.175527149,2.890525781,3.614694445,2.456257642,1.622328205,3.236246195,3.00666983,3.649742759,1.173312491,4.124259045,0.339350969,4.683359659,3.104571432,3.89879691,2.882957887,3.189336051,3.954031151,4.64595881,1.580124892,1.349625761,1.30393481,0.315080909,4.582528215,3.470814431
1.340921881,1,0.056609105,4.910806961,4.971295481,4.265064123,0.668036276,3.668756326,2.161415528,3.893557725,3.969175684,4.191080253,2.339422136,4.092440906,3.211728812,2.1143075,0.882153403,4.503902513,3.246640534,1.868592686,2.589201391,1.484485541,1.996368867,1.07296857,0.787613308,1.113650162,1.222377401,4.158044273,1.010696963,1.725755619,4.921581704,4.049567274,4.392090747,3.540312469
1.328460988,1,3.435835454,3.180431126,1.855097502,4.013340998,3.589742796,2.536847892,3.488751987,3.003166662,3.629095802,0.823977556,1.440463294,1.437369119,0.10892655,3.291558915,4.925673297,2.348984348,1.901276213,2.478848735,2.107640128,2.083251551,3.243365403,2.403477831,0.198315567,0.963158768,1.525507631,3.93042982,3.89277316,0.264308505,3.249831012,4.89079566,4.101067923,1.270583564
1.341251532,1,1.367069791,1.474491601,4.187280524,2.922502331,4.679175206,2.808738367,4.465788197,2.102635159,3.79589728,1.157499795,2.565954503,3.516524598,1.498589246,3.132751718,4.583316331,1.427181787,4.373205396,3.942982695,2.766440702,4.849335179,2.465626879,0.258574681,0.62092792,0.779288207,1.279697694,1.687860127,2.348423755,0.348269364,0.348943644,1.546570593,2.513628516,1.483904456
1.293550353,1,1.394383239,4.527907824,0.280251268,4.531958222,4.008307274,2.102305962,2.40219317,1.151383992,4.191889338,2.591361396,2.143703937,1.269953258,0.642823233,2.548205011,4.171835098,2.302408874,2.543741087,4.540625979,2.173390234,2.864078898,1.363852189,3.681367869,0.062896395,4.495538257,4.557549229,4.236114302,1.173853686,4.23632664,0.164627679,2.470462248,3.184348673,4.356297994
1.275171992,1,2.180786647,4.806756456,3.33634266,0.89738798,2.990842249,2.830384453,0.342785438,0.405839706,4.816745382,3.972838612,2.678721936,1.939071653,1.453606892,4.335019958,1.018413338,2.124295444,2.964655187,2.021218277,0.36586879,3.328687072,3.51313981,3.818069932,0.320185231,2.214966379,3.198873038,3.659234426,1.446082313,3.716925384,0.069135396,0.544468957,4.94815665,4.090259065
1.461937193,1,3.600698087,2.675164978,1.181721964,4.528994711,4.582038418,4.963649419,0.045381355,4.113201611,4.024942729,1.993237158,4.207546661,0.814382676,4.741823272,0.919419658,1.097877138,4.110196694,4.591692992,0.258640754,1.880606023,2.945960788,4.558104537,0.420305652,3.263686583,4.660985687,4.427020607,1.384522243,4.198124777,3.696428447,0.666880215,2.154189985,2.471244218,4.423326602
0,0,4.48332962,3.740870593,1.478203774,0.806768357,3.478020426,0.308147639,1.198412218,2.2603919,1.069388063,4.765966523,3.096657782,0.045557353,2.843413947,2.064078629,1.137385568,1.976516227,1.964502294,2.073187411,1.159044875,1.570609124,2.003828263,0.543463618,3.048553821,0.069960042,1.068389585,3.9106551,3.724095764,1.049856544,1.668053511,4.731650859,4.9268628,0.520087865
0,0,1.698789632,2.380936759,3.56074357,2.856797981,2.078272024,0.593030951,2.839444101,4.574601526,2.567622812,3.428523273,4.215354008,0.581561187,1.594475427,3.291992188,4.692050104,3.996044932,1.993164746,3.729008725,3.250706708,1.693007871,3.136535905,3.208472577,1.950264452,0.412731088,3.958482246,4.061724228,3.647188348,3.530890931,3.852692163,2.715360633,4.310701034,2.493198007
0,0,2.731132002,4.895950994,3.932159631,4.775398003,2.227582524,2.407235719,0.932452319,1.801406954,1.524045933,2.727541905,2.562729196,1.201733063,4.840929495,2.953488322,2.628104,1.906585007,3.439096148,2.533062647,0.689852499,4.591682496,4.249597182,1.507539519,0.550314383,1.330010239,0.445525917,3.701654556,4.230417461,4.877878984,2.692168841,3.534009869,3.194090807,1.691668267
0,0,4.266286323,4.437340062,2.231485568,4.363959808,1.495941807,4.255993691,3.135473097,3.54385179,2.790941347,3.828171769,1.707339735,2.134896754,0.7527346,0.745216978,4.999140476,1.652960251,4.120535479,0.979342794,4.304728404,0.46439227,0.122207289,3.728457942,4.812173482,1.488726901,3.942727406,3.876494758,4.47144059,3.373422618,4.590354979,0.444881896,0.380531153,3.591596896
1.347448892,1,3.608636583,3.489480106,4.515341111,1.400669955,0.295288658,0.533461671,2.123666212,2.83031722,4.956097594,4.737470925,2.215720808,0.167109878,1.937258557,1.665494899,0.654873604,3.810115514,3.277408724,0.777523619,3.125528235,1.87244731,3.798630901,0.076509226,1.905075429,2.799086274,0.12031099,4.531514712,0.654291807,3.541305799,3.366693241,0.345003917,4.167951358,1.860260323
1.33735967,1,3.823624944,1.652165041,3.657118845,3.218334546,3.253677955,0.764111345,0.424967614,1.237646485,4.639756163,4.961076976,0.205085853,4.227299085,2.878205541,1.900017712,0.601328944,0.538607771,2.201661858,3.83566686,4.276372399,3.313012285,3.110447486,3.424059581,1.386949555,2.262787892,1.413479095,4.10082821,4.35779152,0.8425213,3.192819677,2.354055815,4.399515741,0.319800893
1.511117086,1,2.912334443,0.716383177,3.227939198,2.957873192,0.34818106,4.467451568,2.222853921,0.419688263,1.825405448,1.459065584,3.555703143,2.119047365,0.010189729,1.302491665,0.206671495,2.239410487,4.777038516,2.716963232,2.918581949,2.264649029,3.386593031,1.33947067,2.047747159,4.296691737,1.491302452,0.16838309,2.812498683,2.963793686,1.01874841,2.946232493,3.230153763,3.089620746
1.355297609,1,1.589272782,1.178106167,2.980207275,0.369286231,1.369427418,3.978145495,3.097847469,2.752712478,3.151115698,4.601297537,4.880443817,4.355612528,1.130715834,2.704824702,3.557217487,2.735347644,0.417997972,3.604237271,1.02330311,3.157988126,3.58919272,4.922933651,0.25706788,2.607152437,4.186062343,1.221224876,3.068927884,3.944338023,2.629279366,4.66374245,1.148314381,0.99477356
1.580015558,1,3.53227578,4.291926965,2.559516154,1.222982421,3.57024082,0.258457754,3.994712678,2.742057046,1.49571512,1.359396897,1.11300593,2.08526575,1.687669074,4.435614304,1.283242201,4.291945853,3.008104618,4.117993188,2.998183007,1.303657077,2.593212131,3.362241738,3.096026273,4.663800377,3.551885571,3.927483495,4.456328709,4.495584849,3.225918195,4.610537843,3.583991746,2.331707147
0,0,2.614931398,3.940875379,2.321151153,3.627469625,3.87317242,2.643173838,0.427627081,2.282149617,2.606688027,3.964176611,1.30713265,4.89440214,2.78707575,2.53533283,0.75438219,4.125336775,0.319600258,2.178535928,0.768742797,2.882431553,1.881380886,4.030414758,3.376426404,0.8887917,3.326902136,2.469711555,2.76755239,4.010314166,0.222341917,1.669861481,4.984584072,4.014035384
1.321840152,1,1.368337693,1.596187797,2.825081865,0.141517527,1.995321551,0.505990873,1.396772018,2.50962452,3.976336806,3.131497294,1.427712202,3.944777857,1.173324862,2.6660977,1.31028726,3.456827956,3.184121387,1.736231868,2.296815592,2.957619553,4.862395382,2.316543495,0.41313984,1.116133576,4.655855026,4.571396572,1.180426964,3.736693139,0.456995448,3.748511384,0.255669583,0.29177989
0,0,3.569330364,2.301164945,2.427615624,3.988694051,0.673723074,3.365426296,3.499143228,2.179291853,1.099569752,1.127223593,0.986812229,2.124562368,1.437574558,1.250710954,3.652287798,3.700071078,2.001795731,2.682440821,2.963767919,3.817091999,1.468645242,3.656339768,4.819308367,2.681329403,4.882858031,3.197103368,1.76637781,4.916248464,4.66979373,1.290436603,2.95990176,3.860473735
0,0,2.360302458,4.398902889,0.889416471,3.185947491,3.553642438,3.442122761,3.587347092,2.55477457,1.748222896,2.054782866,0.182895229,1.467055609,3.147271116,1.144461272,0.580680571,1.065695696,2.411872347,2.254987454,3.58021649,0.424745614,3.844209423,0.696260708,3.738656034,1.206623525,1.743549136,4.418852268,4.385566897,2.319584451,0.630365216,0.649932326,3.959356411,4.975303811
1.436617409,1,1.708267657,4.104034528,3.553291979,0.648795452,1.832891605,3.034553715,4.237990391,3.507751585,2.670395799,3.920349397,4.179050653,1.181168788,0.612631397,0.511065033,0.349039482,3.371494424,4.146506055,0.298369074,0.55120412,3.460338458,3.704438895,3.384701814,1.402743984,4.934592958,1.726218626,0.923324218,1.451584991,0.271333256,1.429285269,3.266470402,4.908538161,3.231629252
1.340003085,1,3.8594469,0.554026516,1.537169748,0.125487913,3.42839982,2.498264667,2.185242413,4.797498352,4.876385639,1.684226258,4.003611413,4.803220954,4.882345355,4.564628244,2.847085383,2.389701755,0.678385238,1.740477941,4.137440433,1.10356059,3.236894521,0.695523883,1.676447329,2.323713949,2.418808492,2.100444059,2.798844859,0.16144166,0.362474022,4.023048835,2.240957711,3.956329499
0,0,0.002673942,4.311149408,0.038117609,3.858181711,4.550846024,1.257453978,3.529533245,1.852333858,2.871548373,3.677778863,4.038270775,4.918125294,3.100581642,4.317760449,1.111738901,0.764414479,1.21359345,4.636624622,2.623162041,4.739237913,0.586308593,1.818205113,3.89517335,1.36263323,1.88574398,0.884060986,0.82918628,4.704311474,2.635681583,4.292791789,1.289309527,1.522464301
0,0,2.61869147,0.570350477,0.188036877,3.500531998,0.429417919,3.209616421,4.405936432,2.696625292,3.530089855,2.486526565,3.76366455,4.875622355,2.65160052,4.320935574,0.539282278,0.389021974,4.503201936,0.074697765,4.835080459,4.680298879,2.767901809,2.348429672,2.234532922,0.493642869,0.268275891,2.655376829,1.694029772,2.628626882,1.197926895,2.654024895,3.270313638,1.495020643
1.417091103,1,4.315272489,3.761919275,4.162203967,4.041951178,4.761267713,4.037742505,0.551536325,3.73389078,4.067101782,4.335995794,4.983210158,3.077743978,3.829098138,4.836122902,1.511054935,2.688636611,1.653052021,3.850844821,2.158067334,1.842970462,3.638905612,3.834896509,2.408923849,4.568550249,4.171882798,1.634442901,1.299619466,0.060061333,3.566022556,2.176184253,0.959343648,4.206562406
1.395669707,1,4.063137088,0.103622528,4.084369137,3.821386962,4.777155659,4.076594023,0.094959785,4.813092162,4.719265235,2.00447198,4.663549107,2.65075128,4.325720726,0.622883517,1.807815035,3.476065359,4.812260279,1.7432768,2.89053854,2.158172123,3.069951118,1.492801498,2.632659367,1.855026702,4.098511853,4.697125535,3.06580956,4.269220749,1.084742233,3.482752488,4.722051015,1.541099599
1.564036354,1,1.421341271,1.571443141,3.062846972,2.911750317,3.246329382,3.172416864,4.933747947,4.896331381,3.06654389,1.963966023,1.734476876,1.350815843,1.400558293,4.329168235,2.515895447,2.294686217,4.094108193,0.522201599,3.769908725,2.502369122,4.881083685,0.271648153,4.347270979,3.358244267,3.318262846,1.02289354,3.401833759,0.784188322,4.284461666,0.671044017,1.581339907,3.67471568
0,0,4.026975259,3.276347239,3.203495114,1.013598147,3.361530259,1.6539206,1.103633304,0.15376886,2.787951502,1.915953923,0.044825288,2.362991128,3.625557556,4.741583124,1.727629981,4.126460835,4.222663646,1.847532969,2.045098768,0.433499316,3.490906161,3.71473358,4.243584064,0.460910222,0.611810643,2.993294572,2.599702026,3.643744751,3.501730849,1.822306769,0.840226463,2.045331148
0,0,3.336598268,0.31398016,1.593953317,3.718056679,3.886416913,3.559470743,2.527125325,0.903700611,2.887535331,2.915767199,0.446674572,2.933388209,3.50757196,0.749632565,1.509368257,0.378997747,3.008230663,3.058024585,0.215499869,3.713268219,2.293800529,2.827408741,2.814761276,2.541421944,1.98922069,2.387698643,2.665675741,3.895788407,3.13430287,1.231071637,0.919582558,3.33803637
1.393448229,1,0.475986915,0.967818612,4.331943233,3.172352707,3.724496525,3.6647383,1.46916567,1.54368193,3.298995761,2.025287215,0.842413161,1.724961889,2.580818954,1.645770507,1.68596136,2.576267859,0.142887,3.228343441,0.91442957,2.976136827,2.03388997,4.93732643,1.16796035,2.661373677,3.649887426,0.000244559,1.245340404,0.030652984,1.730593419,1.768145693,2.728080029,0.746718935
0,0,2.086416149,3.66398864,1.258458467,3.711380997,2.215940352,4.824848791,1.15518873,1.349272812,2.695920416,4.400129409,3.214167697,3.680836494,3.247032333,0.610905535,3.35340283,1.216936823,0.268912056,4.135018316,0.472911805,1.884361297,0.134171211,4.982936252,2.916690167,0.240070927,3.643380166,0.01606061,0.263672979,1.581403317,4.956740668,1.035734055,2.865033416,4.009319141
0,0,0.933548402,4.28432956,1.269127823,2.840550478,0.106829912,3.627340788,2.192672118,2.043434774,2.836180357,3.79032818,1.922153613,2.238828848,1.359610939,0.867848912,1.130335243,1.163455792,3.190160028,0.820623527,3.043914234,3.099109807,3.35979716,2.813606758,2.986302238,1.965709656,1.013612661,3.710713875,0.455799987,1.397958589,0.351181301,0.633540949,4.843227885,3.688061726
0,0,2.264845825,4.880731192,3.204880144,3.656738956,3.861745129,3.679781827,4.425488402,0.830456319,0.633878172,0.317070261,2.08786232,0.104409008,0.523458673,2.820595016,0.099313334,2.772323771,1.692553667,1.241792964,3.926287062,0.595254854,1.562145537,4.136679839,3.755665734,1.866011711,3.876538642,3.320408614,0.734563165,2.409810934,4.117595041,2.188563012,0.247438507,0.870094638
1.38292045,1,2.061155984,4.681722941,2.906455377,0.565315604,4.583408031,2.311000386,2.900070027,1.61363607,3.947323515,1.645775097,1.268164957,3.966858589,0.824543942,3.598488372,4.025308525,1.877043671,1.735827457,4.713982437,3.573533516,0.700225683,0.647606796,1.292345561,1.605732513,2.98329164,1.343945299,2.262523946,3.472806492,2.428465529,1.29552602,0.302387008,0.365269721,2.946999939
1.375007439,1,2.324737974,4.276461451,2.615046795,4.928113989,4.245152339,0.617001884,3.331647346,3.732325099,3.967901823,0.038173938,4.167278189,0.047304457,1.849852305,1.356397277,1.578452026,2.857169729,3.467729784,4.973131563,3.280981816,1.211289983,4.357104416,4.591441111,1.468050601,0.151012492,2.736619192,0.44543466,3.84820567,2.672485252,3.496625263,3.917064005,2.470850362,0.356767387
1.539739537,1,1.861290121,2.415573355,2.694983581,4.107459038,4.158186544,1.765489016,1.048732578,0.624325942,0.018868362,2.414591412,1.302038238,3.355881853,0.685156878,0.630851256,3.385492803,0.138136922,2.121429362,2.295428271,0.544772093,3.738680984,3.050995743,1.632171421,0.813659104,3.487659805,3.127820999,0.833679134,2.310516061,1.295907789,3.592983492,4.106326147,3.623088803,1.99676578
1.531044224,1,1.287755368,0.781094191,2.171385198,4.816443611,4.815123398,3.364044705,3.686984633,2.981825151,3.130758266,3.993792391,2.018469356,1.061872914,3.255667034,1.50806924,2.024181265,2.647160071,2.674652778,2.90013968,1.493853216,0.145168474,0.757784445,1.602608057,3.751642749,4.777782242,2.840448614,2.61699853,3.544070245,3.531521486,3.792212111,3.020650061,1.596813663,4.639274222
0,0,2.528975289,0.623854751,0.99830118,4.757528874,4.735257926,4.34053012,2.350302716,0.313093761,2.998505714,2.952453245,3.329005321,4.093460929,1.77326317,1.736497307,4.780284882,1.157017535,3.607566505,0.438579003,4.580261228,1.6507584,0.180199282,2.066013745,4.785981955,2.377497076,0.662269796,0.08125972,1.230460744,0.985992438,4.741106999,4.572197958,4.052703675,0.657415456
0,0,1.260077471,0.094817418,2.235777109,3.837752826,4.917987553,3.491952314,3.249511896,4.695872733,0.695569229,2.496589344,4.014747576,1.92712051,1.468295676,2.187867023,4.928237923,1.188911882,3.857622623,2.358601123,2.298968749,1.557132165,4.293446464,1.536582324,1.688928875,1.191918081,4.319327636,0.131295482,0.334782107,3.018331072,2.836125869,0.097052052,4.175643323,1.641479964
1.396752838,1,4.58371268,2.780514829,4.24298867,4.43746629,0.678998217,1.32622735,1.531483491,0.593700644,3.051212288,4.631281388,0.859106357,3.287674022,3.94660635,3.669831873,4.347659825,4.876427735,3.031414543,0.650316851,1.008105978,4.129322517,4.244664175,0.021022346,0.986269049,3.454968988,1.215101597,0.621858025,1.685697128,3.776758943,0.176551721,3.522300898,0.699305255,3.165810857
0,0,4.621254362,0.183987044,3.450480296,2.761033412,3.741391808,3.02413052,1.695832706,0.892330383,1.479202196,0.174074873,4.841231983,1.645680557,0.717699757,3.524909055,4.551529663,4.485295519,4.850825753,0.703587668,1.194607144,1.395353261,1.360676711,1.32823919,3.758084112,2.202008464,2.894248164,3.701790314,4.10627217,1.82248562,2.738779472,2.644691904,3.303668832,2.10179292
1.484745375,1,1.127061151,4.030766146,1.458413105,0.428922194,2.535929437,0.354609694,4.844481586,4.181132085,1.261262123,0.948371028,0.411090184,3.121307452,1.671159378,2.984822144,1.290265155,3.755518052,4.312209654,0.412573411,1.587461004,1.472586757,2.543955649,4.807750362,0.956169625,0.815311678,3.062086223,0.486587079,1.107308258,3.562269147,4.265035826,0.321138187,3.301661879,2.248334938
1.561480892,1,3.680680405,3.11863572,3.970111014,4.339244132,4.74052359,4.030517798,4.041787191,3.771484502,0.774398736,0.883387358,3.111238454,3.042944033,0.808853995,0.38378444,2.75809388,2.110370379,2.660440529,4.389760688,3.0458439,3.9103405,4.995905576,2.529380357,2.004016585,3.631146659,4.652504564,2.36359385,2.283208982,0.878279959,1.407120138,0.638189955,4.103232526,1.85426796
1.4748455,1,0.087223519,4.575182227,4.669591604,1.029020608,2.578628271,0.244126618,0.207916608,4.262165433,0.090895671,1.361549771,3.808257844,0.169376921,3.109477431,3.440739456,3.709443556,1.315863509,3.96234065,2.449969637,3.213994955,0.534758573,2.078117736,4.077396856,0.606397548,1.892959605,4.674736047,4.345617657,0.412509291,3.43780471,2.302301477,3.898197898,1.078660057,3.892511465
0,0,3.148364868,4.219241966,4.919507995,0.284732634,3.40255504,2.52718905,2.260778958,3.943793602,3.894583548,4.356827196,1.360684726,3.96131327,4.915486942,2.722370428,3.139063719,0.252483326,3.613353398,3.21577903,1.459196584,0.148272596,0.702072133,4.668853305,3.586004592,0.51371676,1.955889401,0.321191872,4.007595827,4.211767552,3.252922416,1.264697441,4.32549848,4.278998187
0,0,2.105733004,3.458147626,4.365323769,1.788472287,1.18193254,2.082918265,1.741475822,1.688853494,0.685088675,2.8669966,0.940817199,3.8434966,0.323775159,2.507355435,4.88745994,2.230494214,1.565273045,0.632940882,3.282763262,4.593327626,0.236532361,4.672740548,1.066415973,1.224429632,2.111095422,2.821046597,0.091716106,3.788435127,3.320372917,2.787355604,1.374920296,2.57453229
0,0,2.292191084,0.151495248,0.754584005,3.605207605,0.267543929,3.702668993,4.254157843,4.941917988,0.717140009,4.087229055,0.311291314,0.917243416,1.443671683,0.849194234,4.164084635,2.935178145,3.707391682,2.175382731,0.342308203,1.913564104,2.353424615,2.80440571,3.607771039,4.502693961,2.205480411,2.083631801,1.109071134,0.966548303,4.774325784,0.829610415,4.427824147,1.736035514
0,0,4.294828726,1.078821811,2.235540411,2.788574222,4.584408045,3.337197316,1.103009058,1.500214907,3.057997025,3.965628709,3.307840322,3.724262399,4.602263865,1.577400674,2.060753296,3.026922966,2.521511179,1.499282321,0.499177089,2.387319591,4.393618685,2.185449546,3.486974324,3.547871443,1.113226566,0.694133501,0.57659762,2.983988979,0.705974806,4.253814754,2.628434017,4.742082342
1.455455128,1,3.712620214,0.27460731,0.756121971,1.526893585,4.514147588,4.336184908,2.560822772,0.582475459,2.974402384,4.861689943,3.568388584,3.705834256,3.751253189,4.772116664,4.158842784,0.048317227,1.95539867,2.441173406,4.745610672,3.858434519,2.885788064,1.956351008,2.083504937,4.610351416,3.965401366,0.536066883,0.7929566,1.821695381,3.731150285,0.777368975,4.533455003,1.013635554
1.416991671,1,3.045666195,2.790216049,4.55135214,4.631884112,4.931345795,3.494829448,4.172293048,4.846140069,2.632411254,3.062073578,0.14585607,3.652001946,0.046705413,0.67265991,4.975144699,2.064828152,2.706034655,2.345022952,3.341065905,3.507468308,2.405917038,2.375816542,0.972244675,3.598896195,3.958152118,0.253903378,0.950357694,1.851427261,3.265887758,4.317488418,3.606169905,2.577094809
0,0,0.972615844,0.830611646,2.328657206,3.524991721,3.542137492,3.121637825,4.382764497,0.798918441,1.800968698,4.179180355,2.842954257,1.214334819,4.921304238,0.511459785,3.783340773,0.140835179,2.093764591,3.006193042,1.993971254,1.435358479,4.319996694,0.980681425,4.129118962,0.988523126,4.648182919,2.062299779,2.466781945,3.169233082,4.685909531,3.494037278,3.382191908,3.512525125
1.365501589,1,4.882792636,0.453311106,1.537371486,3.892027703,2.090738072,4.934115478,0.803349678,2.487922419,4.871410362,2.317561681,3.78063767,2.208051866,4.518062919,4.348850009,0.237569506,4.25025755,4.417215337,2.920419344,3.668238955,1.231038388,4.162323569,3.350101471,2.181442134,0.027956712,0.997849563,3.993127579,2.181304587,0.838924871,3.273430463,3.331581173,1.717095493,2.249216015
0,0,3.24396454,0.957100366,4.751215077,3.554782722,2.197901536,2.333439653,1.164311067,4.47489548,0.022746006,3.039127342,4.488288363,2.495843985,1.425783862,1.648577265,1.596157911,3.302426819,4.278084044,2.782755846,0.847867687,0.431075008,2.962687597,2.359756395,2.400862909,0.868136147,4.458837883,2.284919863,4.024919072,4.614346976,4.545654692,3.248460156,2.47551163,0.462994317
1.46657452,1,1.806684079,3.086276622,2.785289583,2.418301722,0.740162805,1.614827117,1.850030047,2.820695808,4.36375132,4.095640484,4.850955857,1.276613565,3.039167069,1.107527091,4.124427602,0.124899417,0.656933673,0.71477546,2.280120828,1.289174884,4.70375715,3.863614013,3.695241712,4.199347368,1.023603522,1.402102133,3.312180456,1.609969012,1.473174144,1.703896728,0.488462569,4.749584543
0,0,0.900897879,1.616580356,2.675022584,0.864890954,2.278079835,0.164753773,3.811013522,3.750540798,1.122198556,1.837831565,4.919976574,0.550008278,3.144356008,1.030180819,2.674079306,2.0115216,3.793579501,4.368491189,2.505390791,3.965239995,0.288264517,0.297558616,3.09296669,0.562339269,1.914496251,4.672409354,3.139529686,1.436445504,1.036797449,1.980940847,2.471846067,2.835850147
