Fitness,Label,TL,BL,IC
3.9647,1,5.961850264,8.95405985,-10.2533554
-0.899823258,0,2.82211518,-7.469606951,1.589831201
-0.899823258,0,7.564609643,-2.498545739,-18.75134126
0.1101,1,-7.032099023,-2.107973307,-0.214078064
4.3568,1,7.991025161,6.353989389,4.837466973
0,1,1.595354947,2.698219128,-16.06851359
-0.899473603,0,-7.203785977,8.077810325,-10.95026659
5.9902,1,-7.98807762,-8.171692252,-0.87671316
1.5508,1,7.87375877,3.548007436,-3.946344323
-0.89857802,0,2.854785218,0.54431846,-4.226727686
3.162,1,-8.683530949,-5.159873435,-16.88374917
-0.89891969,0,-5.630794689,0.300886304,5.047440486
-0.898052438,0,-7.827160723,-0.793748221,-3.727047751
-0.899473603,0,-9.949241065,7.583901122,3.185434336
-0.899473603,0,-4.234963237,2.193736415,-13.64446172
-0.899726184,0,4.34290321,-0.78607664,-11.03024264
-0.899823258,0,9.926960209,-7.758028671,-3.676104898
-0.899473603,0,-7.096624331,9.082410801,5.363067555
-0.899823258,0,7.107956327,-1.259967397,1.4290053
-0.2405,0,0.240452091,-7.263630623,9.008883437
2.665,1,5.304622987,4.662186259,-14.39258394
-0.899473603,0,-4.507253721,5.119828266,15.60608817
-0.899823258,0,8.525505725,-5.69883449,12.95106703
-0.5808,0,-6.437072616,-1.41702432,-8.557358174
-0.3139,0,-1.084740811,-0.445765195,-15.67146363
3.3052,1,7.053325252,5.302424904,-8.076304047
1.1704,1,-3.168185841,-7.143452561,12.55895617
-0.899823258,0,1.882758179,-7.688007023,4.76022621
-0.899823258,0,1.305206224,-4.542805538,-17.65287044
6.2552,1,8.941550077,8.252361368,9.700791039
-0.899473603,0,-7.31145366,8.037564433,13.02182475
-0.899222734,0,7.330625008,-0.193104962,11.38272379
3.2886,1,-7.485935863,-5.286462103,-8.11328891
-0.899823258,0,9.724576911,-8.158397309,-7.213435299
0.9105,1,8.622417994,2.907730413,17.74435898
-0.1013,0,6.378071403,1.895912765,4.361953718
1.7229,1,7.134806698,3.720101811,-1.066477948
0.8147,1,6.396577598,2.81186053,9.143221375
0,1,0.489601328,4.980823289,-12.554219
-0.899823258,0,0.962910025,-9.658217473,-19.93571518
-0.899823258,0,5.047366192,-8.202786173,-3.555724825
-0.899473603,0,-6.340312439,8.630402828,-6.078697954
2.1012,1,-9.954414983,-4.099026218,12.69828736
-0.899473603,0,-8.308736322,2.626755836,-15.46712431
1.8688,1,-9.423286049,-3.866601516,-19.96403258
-0.3319,0,6.451288916,1.665346496,7.53973357
3.8457,1,5.842915817,6.929480935,4.910805005
0,1,-0.435309739,-1.103334812,-1.351771626
-0.899823258,0,3.345853333,-4.668195892,-2.833901454
-0.074,0,-1.848022137,-1.698529648,9.753494735
-0.899823258,0,3.498462667,-4.092391935,-11.18540057
5.7322,1,-8.551215877,-7.729986694,-13.15067184
-0.899473603,0,-7.832760648,9.84677421,5.916677029
0.1427,1,5.726011223,2.139946088,-16.21217718
6.3558,1,-8.353656868,-9.203096707,17.24832952
3.488,1,-5.48579261,-6.825946294,-17.07074191
-0.899473603,0,-8.415579944,5.966002168,-7.078192026
-0.898900147,0,-5.977325535,0.214629376,-11.37655823
-0.898730188,0,6.20234705,0.408858392,-10.05805938
-0.899473603,0,-8.5188345,2.358126873,13.8249595
-0.89891969,0,-8.690825794,0.267249772,-13.20968798
-0.899473603,0,-7.031688561,7.303362739,-18.11703293
-0.899473603,0,-2.092850635,1.696938033,-10.93703292
-0.899473603,0,-7.748415384,2.994627958,11.82374159
0,1,-0.290025678,-9.429098608,17.09317816
-0.7854,0,-6.540863745,-1.212458999,11.62155379
0,1,0.095900753,2.167467382,7.532868945
-0.899823258,0,4.786109735,-4.223774237,-8.523510498
-0.898826259,0,-7.24811543,0.132920743,-19.72693733
1.8245,1,3.821730074,8.15135146,6.817729129
-0.899823258,0,6.900585602,-9.291395877,-3.610821025
1.957,1,9.293983558,3.954182604,-6.140702685
-0.899473603,0,-3.419213304,5.238959816,1.365903661
3.2693,1,-5.949324334,-5.267173781,-3.266316604
-0.899473603,0,-7.010471037,7.015849462,9.922455499
-0.1861,0,-0.186128925,5.38649174,-2.740608857
0.0346,1,2.031795202,4.12482416,-11.90380611
-0.899823258,0,5.290529897,-2.017022326,-3.204640859
-0.899473603,0,-7.220458895,3.291478408,5.280939465
-0.899823258,0,3.602694388,-7.098025939,13.69304867
0.0469,1,-5.811750447,-2.044698912,-18.02430643
3.0262,1,5.023433596,6.066244414,-13.68298718
2.3117,1,4.758128111,4.308878227,-16.67125947
-0.899473603,0,-9.193559816,3.539040573,19.34834282
2.6585,1,-4.65631321,-4.744790231,1.433318183
2.8492,1,-5.955750348,-4.847058854,-2.588163324
1.7209,1,-3.718725683,-7.565444763,15.1505402
0,1,-1.223511621,-8.687785292,15.62257463
2.6057,1,5.212894869,4.602884182,-14.77505526
2.4005,1,-4.398288109,-6.842277774,-16.99100237
0,1,1.499904899,2.895256401,-15.76515525
1.9458,1,-6.21873432,-3.943675486,-1.62305913
5.3507,1,-7.348483159,-8.640947411,-14.62735006
1.3032,1,-3.300993606,-7.008248361,-17.11090033
1.6299,1,8.150392785,3.627122988,-4.37376551
5.426,1,7.423152749,7.566507424,11.99874532
4.3895,1,6.386743219,7.53253945,-9.405865725
0,1,-1.522399822,-9.025838572,-17.42360931
3.2826,1,5.279814099,6.855211192,-12.74599325
1.1124,1,3.109609239,3.333585583,3.886369679
3.0377,1,-5.035578904,-7.0723943,-17.35896886
3.8125,1,5.80973542,6.862414658,4.730152407
1.3039,1,5.207862206,3.30106776,-16.45794347
2.8973,1,-5.955015556,-4.895097559,-2.665707831
2.7342,1,-8.928244802,-4.732054074,-17.90271886
0.9823,1,-8.397774007,-2.980148396,-11.15678017
0.8636,1,7.533886596,2.860845929,13.53803387
1.3163,1,5.2023283,3.313468705,-16.46056829
1.7328,1,8.51013008,3.730005544,-4.929587763
1.8835,1,-5.212160184,-3.881376628,0.527817984
0,1,1.590622363,4.369698409,-12.08986865
0.5429,1,-2.540759896,-6.793174653,8.883241451
0,1,-0.928676013,-5.138067859,-14.74216989
2.1491,1,-8.708819103,-4.146917791,-15.40752162
1.142,1,-6.821299012,-3.139810453,-17.6233538
5.3915,1,-7.389292371,-8.610038142,-14.57724577
2.8024,1,-8.692508357,-4.800269656,-16.3596818
1.1748,1,-6.560380549,-3.17260597,-1.031229823
0,1,0.698957963,4.864619289,-12.46592384
1.0693,1,3.066521845,8.291068651,-3.963945477
-0.899823258,0,3.140911068,-8.846596906,-10.37589546
-0.899301465,0,5.651867358,-0.343157617,7.546044726
3.1859,1,-5.183765435,-9.615898926,0.221294924
2.5006,1,4.49781002,4.65371605,12.94671161
-0.899823258,0,3.498195596,-1.874460291,1.557676097
-0.899823258,0,2.110999166,-2.540704613,-9.445670233
0.1697,1,-7.06414623,-2.167542424,1.499749236
0,1,-0.381029716,-6.952175443,14.77477043
-0.899823258,0,7.393051835,-6.31095799,4.371506435
0,1,-0.854260618,-3.084872041,19.02134345
-0.899823258,0,6.210182131,-1.67879607,-10.48100735
-0.337,0,7.79785477,1.660202207,-16.4875695
-0.899473603,0,-8.59309142,2.385859811,-2.964804818
-0.6592,0,-2.00902365,-0.690064987,-18.96114853
-0.899823258,0,7.558105125,-3.045642175,6.589047919
-0.89850901,0,-3.898995194,-0.214247959,-8.255167142
-0.899473603,0,-4.73682591,4.175917772,-2.532797561
-0.899473603,0,-1.848048467,9.805913565,-7.177349111
-0.899823258,0,7.630750062,-9.430056132,-15.80361538
-0.899473603,0,-6.758813669,2.739144497,-16.90192862
0,1,0.349010395,0.786437703,19.30519456
5.9788,1,-9.941345185,-7.976648932,13.13152794
2.2785,1,4.965175954,4.275732909,-5.192319127
-0.899823258,0,7.30619661,-5.016333412,4.214532139
-0.899059102,0,1.839454986,-0.003573985,11.98722361
0,1,1.37050196,4.260417957,-18.58247516
0,1,1.096624998,2.670628497,14.17664232
3.474,1,5.471216324,7.990128031,6.88240711
-0.899473603,0,-0.978036884,2.159368066,9.965184654
-0.899188066,0,-6.08863301,0.56011592,-14.59986715
0,1,0.407233296,8.926620341,-1.78216131
-0.7177,0,0.717650898,-1.466314883,18.10663671
3.593,1,-5.590831257,-9.542065524,9.915397045
0.3042,1,-2.30199052,-2.842570624,10.05807109
-0.899473603,0,-4.106702918,3.357547848,-2.624054818
1.5871,1,-3.584969815,-4.311785287,-15.98385264
0.7749,1,-2.772763928,-3.802175065,-6.697029863
4.4614,1,-6.459221246,-8.708309013,19.9884388
-0.4024,0,-0.402385505,8.567051546,9.902669622
2.3563,1,-4.354099786,-8.647621091,12.12422568
-0.899726184,0,7.985796295,-0.78991555,-19.51578483
1.4192,1,-3.417021709,-7.180483337,-6.60090121
-0.899473603,0,-2.393884935,7.56672986,6.021843979
1.4181,1,-3.415914462,-7.383920951,-17.82700095
2.8647,1,-4.86250245,-5.885549487,5.381469466
6.3158,1,8.607500057,8.313035478,6.801903936
0.5863,1,-2.584093199,-6.2844335,19.2502048
2.0243,1,9.163918264,4.021514335,-14.27468835
0.8314,1,-8.521763292,-2.82926741,19.47598611
-0.899473603,0,-5.770519979,4.909102024,-18.96706857
-0.899473603,0,-2.907675966,7.674563587,-7.378735484
0.645,1,-5.61481387,-2.642806798,-15.96081173
-0.4708,0,-0.470766658,4.100619248,16.41622151
0,1,-1.528469056,-7.961159271,17.67903449
-0.89944883,0,2.442332864,-0.524690376,12.96823494
-0.7778,0,-0.777784251,8.084216244,-5.63834539
-0.898758106,0,-4.888403027,0.092089489,12.29320796
-0.899823258,0,3.615934395,-3.661730372,-7.30993112
2.8114,1,-4.809204677,-4.972072052,5.0048805
0.9318,1,-2.929599459,-5.870449777,-5.514166426
0,1,-0.972422334,-2.497002857,-19.32613313
-0.899823258,0,4.772544047,-9.965958885,-2.196856952
-0.899301465,0,9.352657721,-0.305522992,0.577530548
6.8549,1,-8.852779277,-9.079789576,-11.22873999
0,1,1.598709151,8.835113798,-14.17160967
-0.899823258,0,3.004226802,-4.314723473,12.66037726
0.357,1,4.651471803,2.354220207,-17.89590571
-0.899823258,0,1.287240254,-3.894439212,2.035131268
-0.899473603,0,-4.705014764,7.864992611,-0.828443607
3.5666,1,7.157962502,5.563786997,15.14999973
-0.899823258,0,4.81056973,-3.312121781,8.277781973
0,1,1.654736028,2.88718964,11.17693001
-0.899823258,0,4.000804156,-7.389496225,0.264803816
5.808,1,-7.805828559,-8.802376417,-12.0275891
-0.899473603,0,-6.399070419,4.159075102,0.372374695
-0.899473603,0,-7.297098882,3.612806253,-16.52626107
-0.3459,0,0.345922681,-2.563167397,-7.707513245
2.448,1,6.331018118,4.445159825,-2.113341912
-0.899823258,0,2.459152775,-9.075496867,1.471484452
4.1073,1,-6.10515537,-8.76224317,-3.361553849
-0.899823258,0,6.970160206,-1.307715476,18.79264319
-0.899683521,0,1.194330261,-0.758033831,-2.163283112
3.0911,1,-5.255369925,-5.088944646,12.54429522
0.752,1,-2.749795462,-3.359150595,4.137616757
-0.899823258,0,4.389664316,-3.675833979,-3.27579651
-0.899473603,0,-6.677563652,7.30373706,-3.799667736
-0.899823258,0,5.852490609,-6.064408018,-9.122324736
-0.899473603,0,-5.785841257,8.102630403,8.471366808
-0.2646,0,4.523886674,1.732580245,-11.60064702
-0.1633,0,-7.63445161,-1.834568586,4.651603204
1.7558,1,-7.748782223,-3.753633939,7.034107759
-0.899473603,0,-1.038767942,5.368396014,-2.183835957
1.2908,1,4.051210567,3.287983545,-16.61163839
0.7654,1,2.762604093,7.82851673,5.335577379
-0.899823258,0,1.909429836,-8.545547495,6.004175659
1.8909,1,3.888097414,5.920727899,-13.61271358
0,1,-1.235619404,-4.30129463,-17.41150901
-0.899823258,0,7.126667084,-8.276261152,12.94290109
-0.899473603,0,-5.055132816,8.101050292,-9.32774368
2.2464,1,-4.244250951,-4.267968795,-19.16889151
-0.899473603,0,-7.061823145,7.056007381,-13.78790794
-0.899823258,0,3.103576947,-4.875436432,7.26157644
1.7232,1,-3.721057818,-4.989410328,-3.501626972
-0.899473603,0,-2.597021184,9.272891085,9.312655463
-0.212,0,3.105659182,1.78521979,-3.30205026
-0.899473603,0,-1.933680474,5.942455048,18.4488822
6.609,1,9.480484465,8.606179332,-6.447117388
-0.899473603,0,-4.349847496,1.565161806,-3.765566517
-0.898892709,0,2.779942543,0.192105761,1.180741387
-0.899823258,0,6.879140091,-3.357680576,15.93241205
0,1,-0.189633077,-9.031812737,5.574548541
-0.899473603,0,-2.565475782,7.365862016,-9.040970779
-0.899823258,0,8.17016946,-7.24540572,18.08697673
5.1561,1,-7.153934068,-9.930120166,-2.324514371
0.1452,1,-2.143074067,-7.519189918,-3.195771856
-0.899135146,0,5.567985709,-0.075918409,-17.02827715
4.6624,1,6.659586293,7.808428169,-4.227485605
2.8452,1,7.696261314,4.842387558,2.802348532
1.2108,1,3.207963055,5.616745468,11.86997293
-0.7329,0,7.917381568,1.264300933,17.64019693
5.0587,1,-7.056515176,-9.585874551,-18.97201026
4.4817,1,-6.479518339,-7.969872736,-1.51469768
-0.899473603,0,-0.923358856,4.406309322,0.170481057
0,1,1.575708258,5.424144053,-8.912918965
-0.89891969,0,-4.548887838,0.25559946,10.95597504
-0.899823258,0,3.474300201,-2.521300146,4.769581349
3.0594,1,-5.60136799,-5.057200373,-16.2688516
3.7378,1,-5.735654768,-7.695435282,12.35057487
2.821,1,8.139873629,4.818184314,1.006471776
0,1,-1.146043216,-6.753971285,8.25788621
-0.899473603,0,-9.879208898,9.663153616,0.441773128
7.4709,1,9.468138618,9.865893112,10.09547262
-0.899473603,0,-1.986195335,5.022820338,10.65406363
-0.899823258,0,1.523601479,-7.980729897,-17.68656187
-0.899262011,0,-7.2565937,0.672973573,-2.616256743
-0.899473603,0,-1.979331881,1.494196962,-7.255559853
2.337,1,-4.334845728,-5.797762302,-13.26670164
-0.899473603,0,-3.415034936,2.03796859,-10.70054296
0.8663,1,6.160776293,2.863481033,16.55897205
-0.899473603,0,-3.46811693,0.916677686,5.042864531
1.898,1,-3.895841274,-5.027456432,-10.14519498
-0.8055,0,-1.129331672,0.486252362,-3.578664429
-0.899633927,0,9.270610732,-0.702156456,8.881114521
-0.5404,0,2.537158752,1.455936109,6.743994925
-0.899823258,0,8.713290032,-8.690913131,-17.27220738
-0.899473603,0,-1.828658921,5.494661911,-16.88424467
-0.899301465,0,8.289266155,-0.280472605,-13.74591761
1.1072,1,6.534941485,3.104400433,-6.313797545
0.1908,1,4.498778281,2.188004428,-0.931838602
0.5529,1,5.214518587,2.550096192,-4.217211071
1.8385,1,7.685927791,3.835697051,-8.981813578
-0.899473603,0,-1.485873452,9.250301729,5.73739186
0,1,-0.050370086,-7.646812896,-12.53683132
-0.899823258,0,9.767952279,-2.102182909,-15.62963566
0.529,1,2.52622311,7.62111371,-17.10107233
-0.899473603,0,-5.826935679,7.013776703,17.68858516
-0.899473603,0,-6.54504612,3.456522529,18.09547522
-0.899823258,0,6.810453997,-1.963466305,18.27618178
2.5219,1,9.330312066,4.519103588,-18.36742482
-0.899473603,0,-2.645466408,2.686319745,-16.15563779
-0.899301465,0,7.253441963,-0.297055828,-1.371218056
-0.899473603,0,-9.880047561,9.281281863,-18.87725907
0.7568,1,-2.7546713,-5.22555287,9.219980902
0.7083,1,-2.70614827,-9.820050206,9.51234011
-0.3776,0,5.855152547,1.619585211,17.40040553
-0.7443,0,-0.744314251,4.261852205,7.752220519
-0.899823258,0,2.687468122,-2.453758548,-4.844019943
-0.899473603,0,-4.053546669,1.533089033,5.780279058
6.8719,1,-9.553532928,-8.869777362,1.953229232
2.7274,1,-4.725211561,-9.152391344,-14.44820142
-0.899473603,0,-8.297434498,8.070201711,4.216366757
2.4361,1,4.43332934,6.484976268,-14.21549751
2.4794,1,-5.453664568,-4.477184015,3.714958406
7.6463,1,-9.81354351,-9.644168117,12.61845566
-0.899473603,0,-6.473753772,3.161363982,18.45795723
-0.899222734,0,5.887455215,-0.25974773,-0.046390069
5.1039,1,7.306898499,7.101083404,1.331470377
4.5398,1,-6.542032462,-6.537597135,-14.99221211
-0.899473603,0,-7.621450353,7.419622879,5.01644851
-0.4991,0,-8.93071595,-1.498739037,-3.018605462
-0.899359947,0,-1.179596409,0.80074324,-7.656383133
-0.899823258,0,2.065896262,-9.322210393,10.71902868
-0.899823258,0,5.877804394,-7.940475842,2.878826646
-0.899473603,0,-2.494319825,3.266410711,16.62859246
-0.899473603,0,-2.642804582,5.644162448,15.67241262
-0.899473603,0,-5.229669109,1.307817923,3.976690697
0,1,-1.20966524,-5.391412419,-13.93712786
-0.899473603,0,-6.984300361,2.129051699,7.427660071
-0.899473603,0,-2.152221886,8.340211682,13.653112
-0.899823258,0,5.137642591,-5.611534373,-16.73009893
-0.899473603,0,-4.070490523,2.447752066,-0.889121189
-0.898810553,0,7.084305329,0.235058764,-15.91012312
-0.899823258,0,4.197461886,-6.678629229,-4.820807356
-0.899473603,0,-8.378514557,1.018179247,15.59444522
-0.899473603,0,-3.592008159,1.367013881,-17.7560097
-0.899473603,0,-4.945797581,1.523938007,1.155635029
-0.898591833,0,-5.867553297,-0.129688246,12.62603718
2.9504,1,4.947637202,8.628312367,-10.90784271
5.0514,1,-7.049270216,-7.799726561,-17.90082362
-0.89872389,0,2.278872993,0.417822255,-17.54130612
0,1,-0.005843916,-5.693943315,-9.14266548
-0.899473603,0,-2.522076079,2.138336039,1.988199115
3.7807,1,5.777882544,8.405463779,17.32984199
6.0956,1,-8.093395083,-9.599305025,-1.282814033
-0.898810553,0,7.756341428,0.234481378,-13.01383459
4.396,1,-6.393785773,-7.592449297,-4.564727843
-0.899473603,0,-5.108051561,6.110391154,-6.211161393
-0.899823258,0,4.084744936,-4.843037438,-2.815160262
0.1128,1,2.109964506,6.866171841,-2.365019006
-0.899823258,0,8.817006853,-1.556738466,11.1206783
2.5046,1,4.501803416,7.135997598,-0.976779768
-0.899473603,0,-2.473932086,3.793192915,19.22552725
0,1,1.482415419,6.898397863,-16.06240867
0.1235,1,-2.121351821,-2.285805507,0.282008892
-0.898281034,0,4.044826521,0.945990713,-16.93446487
-0.899823258,0,0.966445805,-9.364697873,-10.52122481
-0.899473603,0,-9.541419528,7.11259507,-6.431033101
-0.898839894,0,-4.617880012,0.210810727,16.30317619
-0.899473603,0,-9.034010185,9.142546269,-10.68132996
-0.899823258,0,9.25037356,-9.662955492,-19.14343806
-0.899823258,0,1.817038234,-1.988845078,15.37730976
-0.899683521,0,3.67681174,-0.774590953,18.98455453
-0.899473603,0,-5.753455623,3.638680357,11.59512443
-0.1763,0,-0.176323064,7.022363273,-17.36454808
6.9402,1,-9.251051242,-8.938028629,0.572888022
-0.899473603,0,-6.077556217,4.881491895,-18.0002195
-0.2826,0,-9.308037152,-1.715256147,10.17246401
-0.898839894,0,-3.76498632,0.163732139,-19.95024274
-0.364,0,-9.860692781,-1.633868393,-5.146299387
0,1,-0.978196578,-1.943966653,6.234670094
0.0508,1,-2.095418277,-2.048674541,-10.86316306
4.0888,1,-9.145523473,-6.086625132,-19.59422893
-0.899823258,0,3.35088624,-4.396866369,16.92594365
-0.899823258,0,9.245559359,-3.596123647,-9.387409178
0.8613,1,2.858532372,7.429886,-1.379820407
-0.899823258,0,6.61657007,-8.128549747,-12.14302733
-0.1394,0,-0.139449227,6.210272316,-16.19438091
-0.899203466,0,-5.167961649,0.599770999,6.98007503
-0.899823258,0,4.126532797,-8.264742656,6.126829485
-0.899473603,0,-2.720844651,9.422747382,-14.80115319
2.9996,1,9.029598438,4.996833101,7.277474439
-0.899823258,0,5.623074817,-9.680388142,-0.904613114
-0.899473603,0,-7.679642621,9.895466422,19.32198071
-0.899823258,0,1.087526974,-3.837424586,19.58130994
-0.899473603,0,-6.431782296,1.685837562,11.97438363
-0.899473603,0,-2.577580237,1.706617557,5.89412443
-0.3019,0,9.581221928,1.695252627,-2.187367884
0,1,0.152715535,9.44618328,-10.30289638
0.9829,1,-2.980726182,-3.221546787,-3.708298741
-0.899823258,0,7.52917794,-8.156441043,-11.82198297
4.5773,1,-6.575134006,-7.867271038,1.501378965
-0.899823258,0,6.610845533,-1.546294001,11.30975611
-0.3223,0,0.322292891,-7.940829209,-2.254132539
-0.899823258,0,7.292234163,-9.472316251,6.34084843
5.0301,1,-7.027909394,-9.186357256,-2.416735179
-0.899473603,0,-7.901829593,2.766043736,-10.39012735
-0.899473603,0,-3.938431573,6.083644214,-11.14425714
0,1,-0.177300017,-7.49975751,0.025062021
0,1,0.133918454,1.760553337,1.417975546
-0.899473603,0,-3.896163845,6.063190897,-17.59270553
4.8199,1,7.560117966,6.817070833,-9.128713863
-0.899473603,0,-6.705537834,2.598170093,9.120690805
2.8105,1,-7.853599874,-4.808284179,10.26559629
0,1,0.372101581,9.960357092,7.276866329
0.8653,1,-2.863113913,-7.799658322,-16.4728831
2.401,1,7.662189188,4.398241734,-9.009531664
2.8402,1,-4.838066669,-5.503518544,-14.45953084
4.6153,1,7.568749804,6.612518153,-9.118635004
0.8603,1,-2.858147797,-3.310602924,-10.55900373
0.3763,1,2.373514906,7.515380978,-16.94911669
2.7892,1,4.786372758,7.224678034,-1.405484265
0.2394,1,2.236636301,6.880461814,-2.291497852
0.0855,1,-2.083318472,-6.663887247,-15.27697638
0.301,1,-2.298801293,-9.019490028,9.184799344
5.1645,1,-7.829198708,-7.162352899,-18.53086917
6.6341,1,-8.846889017,-8.63192642,1.846024909
0.1603,1,-2.158099607,-2.309971399,0.319866471
6.8886,1,-9.479750811,-8.886425388,1.616532825
4.6233,1,-6.621104281,-8.283949898,-1.747589568
4.8315,1,7.543367358,6.828684085,-9.140121216
0.0191,1,-2.016923021,-5.349378083,-9.660960466
0.4472,1,5.005535568,2.44437205,-3.257942672
0,1,-0.129083556,-7.493676401,-12.63190822
4.0583,1,7.487141479,6.055492878,2.012366065
1.2937,1,-3.291513147,-5.662103554,-13.49052152
1.048,1,-3.045804019,-5.630155359,-13.54323203
7.0038,1,-9.001616553,-9.080510722,0.17304869
4.4502,1,-8.929798495,-6.447981047,-19.52997447
0.6004,1,-2.598264886,-5.374160522,9.126436731
1.9297,1,3.926931185,7.071145683,-1.31043944
0,1,-1.480617641,-7.411511357,8.526911806
5.8924,1,-7.890246617,-9.520571254,-1.499010594
5.3387,1,-7.33656222,-9.305981102,-2.088257782
0,1,0.457778522,8.583933403,-10.00491126
4.117,1,-6.114809921,-7.152461829,-14.86428886
4.9361,1,7.368121091,6.93329328,1.307583401
2.3361,1,-4.333977086,-4.954574768,-4.047866049
0.4488,1,-2.446601749,-2.639958247,-1.228214511
0.7227,1,-2.720512876,-8.459909588,9.425791005
1.6254,1,5.346599139,3.622636734,15.26607756
0.5487,1,-8.464150852,-2.546480427,10.78970022
2.8333,1,-4.831100956,-8.15206519,-12.56963394
2.5031,1,8.695342328,4.500309582,4.692242198
1.1801,1,-3.177926126,-9.95198459,-15.30308661
-0.899473603,0,-9.485033942,8.138078909,9.57885264
-0.899823258,0,5.707130686,-2.78913817,-12.39434044
2.5727,1,9.360009929,4.569869915,-7.91696976
-0.899823258,0,1.495271847,-8.201160747,-9.488432925
-0.899823258,0,9.73191217,-6.523625986,-3.438384041
0.6731,1,-2.670953897,-6.419994717,18.09580586
0,1,-0.959294541,-3.253422786,14.2256276
6.9253,1,-9.422316601,-8.923089234,-11.39150304
-0.899473603,0,-9.292760226,8.609756882,-1.860581921
-0.899823258,0,4.957154273,-3.196887342,6.973161761
6.7277,1,8.724925758,8.772334224,9.903452699
1.5924,1,3.58958741,8.73390186,-13.73268514
-0.0603,0,-0.060332896,9.73707783,-7.150950084
-0.899473603,0,-1.514508111,4.923225339,14.67389457
-0.899823258,0,5.1869545,-5.935424662,11.56436185
3.6284,1,9.057826403,5.625573282,6.901198923
-0.899823258,0,4.026640714,-5.250419559,-12.01761408
0,1,1.886743419,6.060481067,-5.615725986
0.572,1,7.138275609,2.569203937,5.892249034
-0.899473603,0,-8.140190368,2.280556472,-12.86836145
-0.7122,0,-9.832228804,-1.285647599,0.345752111
-0.898975835,0,3.267516891,0.057947838,19.94971113
